question,question_id,question_type,answer
How to diagnose Heart Attack ?,0000033-17,exams and tests,"Several tests are used to diagnose a heart attack. - An electrocardiogram, also called an EKG, measures the rate and regularity of your heartbeat.  - Blood tests identify and measure markers in the blood that can show how much damage was done to your heart. These tests are often repeated at specific time periods to check for changes.  - A nuclear heart scan uses radioactive tracers to show damage to heart chambers and major blood vessels.  - Cardiac catheterization involves passing a thin flexible tube through an artery in your groin or arm to look at your coronary arteries. It allows your doctor to examine the blood flow in your heart's chambers.  - Cardiac angiography is usually performed along with cardiac catheterization, using a dye injected through the cardiac catheter. The dye allows the doctor to see where there may be blockages in the coronary arteries. An electrocardiogram, also called an EKG, measures the rate and regularity of your heartbeat. Blood tests identify and measure markers in the blood that can show how much damage was done to your heart. These tests are often repeated at specific time periods to check for changes. A nuclear heart scan uses radioactive tracers to show damage to heart chambers and major blood vessels. Cardiac catheterization involves passing a thin flexible tube through an artery in your groin or arm to look at your coronary arteries. It allows your doctor to examine the blood flow in your heart's chambers. Cardiac angiography is usually performed along with cardiac catheterization, using a dye injected through the cardiac catheter. The dye allows the doctor to see where there may be blockages in the coronary arteries."
What are the treatments for Heart Attack ?,0000033-18,treatment,"If you are having a heart attack, doctors will work quickly to restore blood flow to the heart and continuously monitor vital signs to detect and treat complications. Restoring blood flow to the heart can prevent or limit damage to the heart muscle and help prevent another heart attack. Doctors may use clot-busting drugs called thrombolytics and procedures, such as angioplasty. Long-term treatment after a heart attack may include cardiac rehabilitation, checkups and tests, lifestyle changes, and medications."
What is (are) Heart Attack ?,0000033-19,information,"Angina is a recurring pain or discomfort in the chest that happens when some part of the heart does not receive enough blood. An episode of angina is not a heart attack. However, people with angina may have a hard time telling the difference between angina and heart attack symptoms. Angina is chest pain or discomfort that occurs when your heart muscle does not get enough blood. Angina may feel like pressure or a squeezing pain in your chest. The pain may also occur in your shoulders, arms, neck, jaw, or back. It may also feel like indigestion. It is usually relieved within a few minutes by resting or by taking prescribed angina medicine."
What are the treatments for Heart Attack ?,0000033-20,treatment,"There are many medicines that are used to treat a heart attack. - Clot-busters or thrombolytic drugs dissolve blood clots that are blocking blood flow to the heart.  - Beta blockers decrease the workload on your heart by slowing your heart rate.  - Angiotensin-converting enzyme (ACE) inhibitors lower your blood pressure and reduce the strain on your heart.  - Nitrates, such as nitroglycerin  relax blood vessels and relieve chest pain.  - Anticoagulants thin the blood and prevent clots from forming in your arteries.  - Antiplatelet medications, such as aspirin and clopidogrel, stop platelets from clumping together to form clots. These medications are given to people who have had a heart attack, have angina, or have had angioplasty. Clot-busters or thrombolytic drugs dissolve blood clots that are blocking blood flow to the heart. Beta blockers decrease the workload on your heart by slowing your heart rate. Angiotensin-converting enzyme (ACE) inhibitors lower your blood pressure and reduce the strain on your heart. Nitrates, such as nitroglycerin  relax blood vessels and relieve chest pain. Anticoagulants thin the blood and prevent clots from forming in your arteries. Antiplatelet medications, such as aspirin and clopidogrel, stop platelets from clumping together to form clots. These medications are given to people who have had a heart attack, have angina, or have had angioplasty. Doctors may also prescribe medicines to relieve pain and anxiety, or to treat irregular heart rhythms which often occur during a heart attack."
What is (are) Heart Attack ?,0000033-22,information,"Having a heart attack increases your chances of having another one. Therefore, it is very important that you and your family know how and when to seek medical attention. Talk to your doctor about making an emergency action plan, and discuss it with your family. The emergency action plan should include - warning signs or symptoms of a heart attack  - instructions for accessing emergency medical services in your community, including calling 9-1-1  - steps you can take while waiting for medical help to arrive, such as taking aspirin and nitroglycerin  - important information to take along with you to the hospital, such as a list of medications that you take or that you are allergic to, and name and number of whom you should contact if you go to the hospital. warning signs or symptoms of a heart attack instructions for accessing emergency medical services in your community, including calling 9-1-1 steps you can take while waiting for medical help to arrive, such as taking aspirin and nitroglycerin important information to take along with you to the hospital, such as a list of medications that you take or that you are allergic to, and name and number of whom you should contact if you go to the hospital."
What are the treatments for Heart Attack ?,0000033-23,treatment,"After a heart attack, many people worry about having another heart attack. They often feel depressed and may have trouble adjusting to a new lifestyle. You should discuss your feelings with your doctor. Your doctor can give you medication for anxiety or depression and may recommend professional counseling. Spend time with family, friends, and even pets. Affection can make you feel better and less lonely. Most people stop feeling depressed after they have fully recovered."
What is (are) Heart Attack ?,0000033-26,information,More detailed information on heart attacks is available at www.nhlbi.nih.gov/health/dci.
What is (are) Heart Failure ?,0000034-1,information,"In heart failure, the heart cannot pump enough blood to meet the body's needs. In some cases, the heart cannot fill with enough blood. In other cases, the heart can't pump blood to the rest of the body with enough force. Some people have both problems. Heart failure develops over time as the pumping action of the heart gets weaker. It can affect either the right, the left, or both sides of the heart. Heart failure does not mean that the heart has stopped working or is about to stop working. When heart failure affects the left side of the heart, the heart cannot pump enough oxygen-rich blood to the rest of the body. When heart failure affects the right side, the heart cannot pump enough blood to the lungs, where it picks up oxygen. The Heart's Pumping Action In normal hearts, blood vessels called veins bring oxygen-poor blood from the body to the right side of the heart. It is then pumped through the pulmonary artery to the lungs, picking up oxygen. From there, the blood returns to the left side of the heart. Then it is pumped through a large artery called the aorta that distributes blood throughout the body. When the heart is weakened by heart failure, blood and fluid can back up into the lungs, and fluid builds up in the feet, ankles, and legs. People with heart failure often experience tiredness and shortness of breath. Heart Failure is Serious Heart failure is a serious and common condition. Scientists estimate that 5 million people in the U.S. have heart failure and that number is growing. It contributes to 300,000 deaths each year. Heart failure is most common in those age 65 and older and it is the number one reason older people are hospitalized. Other Names for Heart Failure Heart failure can also be called congestive heart failure, systolic heart failure, diastolic heart failure, left-sided heart failure, or right-sided heart failure."
What causes Heart Failure ?,0000034-2,causes,"Heart failure is caused by other diseases or conditions that damage the heart muscle such as coronary artery disease (including heart attacks), diabetes, and high blood pressure. Treating these problems can prevent or improve heart failure. Coronary Artery Disease Coronary artery disease is a leading cause of death in men and women. It happens when the arteries that supply blood to the heart become hardened and narrowed. High Blood Pressure High blood pressure is the force of blood pushing against the walls of the arteries. If this pressure rises and stays high over time, it can weaken your heart and lead to plaque buildup, which can then lead to heart failure. Diabetes Diabetes is characterized by having too much glucose, or sugar, in the blood for a long time. This can cause heart problems because high blood glucose can damage parts of the body such as the heart and blood vessels. This damage weakens the heart, often leading to heart failure. Other Diseases Other diseases and conditions also can lead to heart failure, such as - Cardiomyopathy (KAR-de-o-mi-OP-ah-thee), or heart muscle disease. Cardiomyopathy may be present at birth or caused by injury or infection.   - Heart valve disease. Problems with the heart valves may be present at birth or caused by infection, heart attack, or damage from heart disease.   - Arrhythmias (ah-RITH-me-ahs), or irregular heartbeats. These heart problems may be present at birth or caused by heart disease or heart defects.   - Congenital (kon-JEN-ih-tal) heart defects. These problems with the heart's structure are present at birth.  Cardiomyopathy (KAR-de-o-mi-OP-ah-thee), or heart muscle disease. Cardiomyopathy may be present at birth or caused by injury or infection. Heart valve disease. Problems with the heart valves may be present at birth or caused by infection, heart attack, or damage from heart disease. Arrhythmias (ah-RITH-me-ahs), or irregular heartbeats. These heart problems may be present at birth or caused by heart disease or heart defects. Congenital (kon-JEN-ih-tal) heart defects. These problems with the heart's structure are present at birth. Other Factors Other factors also can injure the heart muscle and lead to heart failure. Examples include - treatments for cancer, such as radiation and chemotherapy   - thyroid disorders (having either too much or too little thyroid hormone in the body)  - alcohol abuse or cocaine and other illegal drug use   - HIV/AIDS   - too much vitamin E.  treatments for cancer, such as radiation and chemotherapy thyroid disorders (having either too much or too little thyroid hormone in the body) alcohol abuse or cocaine and other illegal drug use HIV/AIDS too much vitamin E. Sleep Apnea Heart damage from obstructive sleep apnea may worsen heart failure. Sleep apnea is a common disorder in which you have one or more pauses in breathing or shallow breaths while you sleep. Sleep apnea can deprive your heart of oxygen and increase its workload. Treating this sleep disorder might improve heart failure. Who Is at Risk? Heart failure can happen to almost anyone. It is the number one reason for hospitalization for people over age 65. Heart failure is more common in - people who are 65 years old or older   - African-Americans  - people who are overweight  - people who have had a heart attack  - men.  people who are 65 years old or older African-Americans people who are overweight people who have had a heart attack men. Aging can weaken the heart muscle. Older people also may have had diseases for many years that led to heart failure. African Americans are more likely to have heart failure than people of other races. They're also more likely to have symptoms at a younger age, have more hospital visits due to heart failure, and die from heart failure.  Excess weight puts strain on the heart. Being overweight also increases your risk of heart disease and type 2 diabetes. These diseases can lead to heart failure. A history of a heart attack puts people at greater risk for heart failure. Men have a higher rate of heart failure than women."
Who is at risk for Heart Failure? ?,0000034-3,susceptibility,"Preventing Heart Failure There are a number of things you can do to reduce the risk for coronary artery disease and heart failure. These things include - keeping your cholesterol levels healthy  - keeping your blood pressure at a normal level  - managing diabetes   - maintaining a healthy weight   - quitting smoking  - limiting the amount of alcohol you drink  - following a heart healthy diet  - limiting the amount of sodium (salt) you consume  - getting regular exercise   - avoiding using illegal drugs. keeping your cholesterol levels healthy keeping your blood pressure at a normal level managing diabetes maintaining a healthy weight quitting smoking limiting the amount of alcohol you drink following a heart healthy diet limiting the amount of sodium (salt) you consume getting regular exercise avoiding using illegal drugs. Keep Your Cholesterol Levels Healthy Keeping your cholesterol levels healthy can help prevent coronary artery disease. Your goal for LDL, or ""bad,"" cholesterol, depends on how many other risk factors you have. Risk factors include - being a cigarette smoker  -  having high blood pressure   -  having low HDL cholesterol  -  being 45 or older if you are a man and 55 or older if you are a woman  -  having a close relative who had coronary artery disease at an earlier-than-usual age (before age 55 for male relatives and before age 65 for female relatives).  being a cigarette smoker having high blood pressure having low HDL cholesterol being 45 or older if you are a man and 55 or older if you are a woman having a close relative who had coronary artery disease at an earlier-than-usual age (before age 55 for male relatives and before age 65 for female relatives). Recommended LDL Cholesterol Goals -  If you don't have coronary heart disease or diabetes and have one or no risk factors, your LDL goal is less than 160 mg/dL.  - If you don't have coronary heart disease or diabetes and have two or more risk factors, your LDL goal is less than 130 mg/dL.  - If you do have coronary heart disease or diabetes, your LDL goal is less than 100 mg/dL.   - The goal for HDL, or ""good,"" cholesterol is above 40 in men and above 50 in women.  - The goal for triglycerides, another fat in the blood, is below 150.  If you don't have coronary heart disease or diabetes and have one or no risk factors, your LDL goal is less than 160 mg/dL. If you don't have coronary heart disease or diabetes and have two or more risk factors, your LDL goal is less than 130 mg/dL. If you do have coronary heart disease or diabetes, your LDL goal is less than 100 mg/dL. The goal for HDL, or ""good,"" cholesterol is above 40 in men and above 50 in women. The goal for triglycerides, another fat in the blood, is below 150. Learn how to control your cholesterol with TLC -- Therapeutic Lifestyle Changes.  Keep Blood Pressure at a Normal Level High blood pressure causes the heart to get larger and work harder, which can then lead to heart failure. You should aim for a blood pressure level of 130/80 or below. Talk to your doctor about ways to lower your blood pressure.  Get tips on how to control your blood pressure.  Manage Diabetes If you have diabetes, its important to manage it properly. Diabetes is characterized by having too much glucose, or sugar, in the blood for a long time. This can cause heart problems because high blood glucose can damage parts of the body such as the heart and blood vessels. This damage weakens the heart, often leading to heart failure. See ways to manage your diabetes every day.  Maintain a Healthy Weight Excess weight puts strain on the heart. Being overweight also increases your risk of heart disease and type 2 diabetes. These diseases can lead to heart failure.  See a sensible approach to weight loss.  Don't Smoke If you smoke, quit. For free help quitting, call a smoking quit line.  See medications to help you quit.  Follow a Heart Healthy Diet Heart-healthy foods include those high in fiber, such as oat bran, oatmeal, whole-grain breads and cereals, fruits, and vegetables. You can also maintain a heart-healthy diet by limiting foods that are high in saturated fat, trans-fat, and cholesterol, such as meats, butter, dairy products with fat, eggs, shortening, lard, and foods with palm oil or coconut oil. For more on healthy eating, see Eating Well As You Get Older. Limit the Amount of Alcohol You Drink In general, healthy men and women over age 65 should not drink more than three drinks a day or a total of seven drinks a week. Learn how alcohol affects you as get older.  Limit the Amount of Sodium Sodium contributes to high blood pressure and fluid retention. Older adults should limit their intake of sodium to1,500 milligrams daily (about 2/3 tsp. of salt).  See ways to cut back on your salt intake.  Get Regular Exericse Studies show that people with heart disease, diabetes, and high blood pressure benefit from regular exercise. In fact, inactive people are nearly twice as likely to develop heart disease as those who are more active. Aim for at least 30 minutes a day of exercise. Check with your doctor before starting any exercise program. For information on exercise and older adults, see  Benefits of Exercise or visit Go4Life, the exercise and physical activity campaign for older adults from the National Institute on Aging."
What are the symptoms of Heart Failure ?,0000034-4,symptoms,"Common Symptoms The most common symptoms of heart failure include shortness of breath or difficulty breathing, feeling tired, and swelling. Swelling usually occurs in the ankles, feet, legs, and sometimes in the abdomen. Swelling is caused by fluid buildup in the body. The fluid buildup can lead to weight gain as well as a cough. The cough can be worse at night and when lying down. When symptoms first begin, you might feel tired or short of breath after routine physical activities, such as climbing stairs. As heart failure progresses, the symptoms get worse. You may feel tired or short of breath after performing simple activities, like getting dressed."
How to diagnose Heart Failure ?,0000034-5,exams and tests,"Diagnosing Heart Failure There is not one specific test to diagnose heart failure. Because the symptoms are common for other conditions, your doctor will determine if you have heart failure by doing a detailed medical history, an examination, and several tests. The tests will identify whether you have any diseases or conditions that can cause heart failure. They will also rule out any other causes of your symptoms and determine the amount of damage to your heart. During a physical examination, you can expect your doctor to listen to your heart for abnormal sounds and listen to your lungs for a buildup of fluid. Your doctor will also look for swelling in your ankles, feet, legs, abdomen, and in the veins in your neck If your doctor determines that you have signs of heart failure, he or she may order several tests. Diagnostic Tests Tests that are given to determine heart failure include an electrocardiogram (EKG or ECG), a chest x-ray, and a BNP blood test. An EKG or ECG  -- electrocardiogram -- measures the rate and regularity of your heartbeat. This test can also show if you have had a heart attack and whether the walls of your heart have thickened. A chest X-ray takes a picture of your heart and lungs. It will show whether your heart is enlarged or your lungs have fluid in them, both signs of heart failure. A BNP blood test measures the level of a hormone in your blood called BNP -- brain natriuretic peptide -- that increases in heart failure. Once these initial tests have been performed, your doctor may decide to send you to a cardiologist, a specialist in the diagnosis and treatment of heart disease. A cardiologist will perform a physical exam and may order other tests. Other Tests Tests that can identify the cause of heart failure include an echocardiogram, a Holter monitor, and an exercise stress test. An echocardiogram is one of the most useful tests for diagnosing heart failure. This test uses sound waves to create a picture of the heart and shows how well the heart is filling with blood. Your doctor uses this test to determine whether any areas of your heart are damaged. A Holter monitor, which is a small box that is attached to patches placed on your chest. The monitor, which is worn for 24 hours, provides a continuous recording of heart rhythm during normal activity. An exercise stress test captures your EKG and blood pressure before, during, or after exercise to see how your heart responds to exercise. This test tells doctors how your heart responds to activity."
What are the treatments for Heart Failure ?,0000034-6,treatment,"There is no cure for heart failure, but it can be controlled by treating the underlying conditions that cause it. Treatment for heart failure will depend on the type and stage of heart failure (the severity of the condition). The goals for treatment of all stages of heart failure are to reduce symptoms, treat the cause (such as heart disease, high blood pressure, or diabetes), stop the disease from worsening, and prolong life. Treatments for Heart Failure Treatments for heart failure include - lifestyle changes  - medications  - specialized care for those who are in the advanced stages. lifestyle changes medications specialized care for those who are in the advanced stages. Treatment for heart failure will reduce the chances that you will have to go to the hospital and make it easier for you to do the things you like to do. It is very important that you follow your treatment plan by keeping doctor appointments, taking medications, and making lifestyle changes."
What is (are) Heart Failure ?,0000034-11,information,"In heart failure, the heart cannot pump enough blood through the body. Heart failure develops over time as the pumping action of the heart gets weaker. Heart failure does not mean that the heart has stopped working or is about to stop working. When the heart is weakened by heart failure, blood and fluid can back up into the lungs and fluid builds up in the feet, ankles, and legs. People with heart failure often experience tiredness and shortness of breath."
What causes Heart Failure ?,0000034-12,causes,"Heart failure is caused by other diseases and conditions that damage the heart muscle. It is most commonly caused by coronary artery disease, including heart attack. Diabetes and high blood pressure also contribute to heart failure risk. People who have had a heart attack are at high risk of developing heart failure."
What are the symptoms of Heart Failure ?,0000034-13,symptoms,"The most common symptoms of heart failure include shortness of breath or difficulty breathing, feeling tired, and swelling. Swelling is caused by fluid build-up in the body. Fluid buildup can lead to weight gain and frequent urination, as well as coughing."
How many people are affected by Heart Failure ?,0000034-14,frequency,"Approximately 5 million people in the United States have heart failure. It contributes to 300,000 deaths each year. It is the number one cause of hospitalizations for people over the age of 65."
Who is at risk for Heart Failure? ?,0000034-15,susceptibility,"Heart failure is more common in - people who are 65 years old or older   - African-Americans  - people who are overweight   - people who have had a heart attack  - men. people who are 65 years old or older African-Americans people who are overweight people who have had a heart attack men. Aging can weaken the heart muscle. Older people also may have had diseases for many years that led to heart failure. African Americans are more likely to have heart failure than people of other races. They're also more likely to have symptoms at a younger age, have more hospital visits due to heart failure, and die from heart failure. Excess weight puts strain on the heart. Being overweight also increases your risk of heart disease and type 2 diabetes. These diseases can lead to heart failure. A history of a heart attack puts people at greater risk for heart failure. Men have a higher rate of heart failure than women."
How to prevent Heart Failure ?,0000034-16,prevention,"Ways to prevent heart failure include - keeping your cholesterol and blood pressure levels healthy  - keeping diabetes in check   - maintaining a healthy weight   - quitting smoking   - following a heart healthy diet  - limiting the amount of alcohol you drink   - eating a diet low in salt because salt can cause extra fluid to build up in your body and also contribute to high blood pressure. Older adults should limit their sodium (salt) intake to1500 mg a day (about 2/3 tsp of salt).   - getting regular exercise. Aim for at least 30 minutes a day of exercise. Check with your doctor before starting any exercise program. For information about exercises that older adults can do safely, see Exercises to Try or visit Go4Life, the exercise and physical activity campaign for older adults from the National Institute on Aging.  keeping your cholesterol and blood pressure levels healthy keeping diabetes in check maintaining a healthy weight quitting smoking following a heart healthy diet limiting the amount of alcohol you drink eating a diet low in salt because salt can cause extra fluid to build up in your body and also contribute to high blood pressure. Older adults should limit their sodium (salt) intake to1500 mg a day (about 2/3 tsp of salt). getting regular exercise. Aim for at least 30 minutes a day of exercise. Check with your doctor before starting any exercise program. For information about exercises that older adults can do safely, see Exercises to Try or visit Go4Life, the exercise and physical activity campaign for older adults from the National Institute on Aging."
What is (are) Heart Failure ?,0000034-17,information,"Keeping your cholesterol levels healthy can help prevent coronary artery disease. Your goal for LDL, or ""bad,"" cholesterol depends on how many other risk factors you have. Here are recommended LDL cholesterol goals. - If you don't have coronary heart disease or diabetes and have one or no risk factors, your LDL goal is less than 160 mg/dL.   - If you don't have coronary heart disease or diabetes and have two or more risk factors, your LDL goal is less than 130 mg/dL.  - If you do have coronary heart disease or diabetes, your LDL goal is less than 100 mg/dL. If you don't have coronary heart disease or diabetes and have one or no risk factors, your LDL goal is less than 160 mg/dL. If you don't have coronary heart disease or diabetes and have two or more risk factors, your LDL goal is less than 130 mg/dL. If you do have coronary heart disease or diabetes, your LDL goal is less than 100 mg/dL. The goal for HDL, or ""good,"" cholesterol is above 40 in men and above 50 in women. The goal for triglycerides, another fat in the blood, is below 150."
How to diagnose Heart Failure ?,0000034-18,exams and tests,"There is not one specific test to diagnose heart failure. Because the symptoms are common for other conditions, your doctor will determine if you have heart failure by doing a detailed medical history, an examination, and several tests. During a physical exam, a doctor will listen for abnormal heart sounds and lung sounds that indicate fluid buildup, as well as look for signs of swelling. If there are signs of heart failure, the doctor may order several tests, including: - an EKG, or electrocardiogram, to measure the rate and regularity of the heartbeat  - a chest X-ray to evaluate the heart and lungs  - a BNP blood test to measure the level of a hormone called BNP that increases when heart failure is present. an EKG, or electrocardiogram, to measure the rate and regularity of the heartbeat a chest X-ray to evaluate the heart and lungs a BNP blood test to measure the level of a hormone called BNP that increases when heart failure is present."
How to diagnose Heart Failure ?,0000034-19,exams and tests,"Once initial tests have been performed, your doctor may decide to send you to a cardiologist, a specialist in diagnosis and treatment of heart disease. A cardiologist will perform a physical exam and may order other tests. There are several tests that can identify the cause of heart failure. These tests include: - An echocardiogram is one of the most useful tests for diagnosing heart failure. This test uses sound waves to create a picture of the heart and shows how well the heart is filling with blood. Your doctor uses this test to determine whether any areas of your heart are damaged.  An echocardiogram is one of the most useful tests for diagnosing heart failure. This test uses sound waves to create a picture of the heart and shows how well the heart is filling with blood. Your doctor uses this test to determine whether any areas of your heart are damaged. - A Holter monitor, which is a small box that is attached to patches placed on your chest. The monitor, which is worn for 24 hours, provides a continuous recording of heart rhythm during normal activity. A Holter monitor, which is a small box that is attached to patches placed on your chest. The monitor, which is worn for 24 hours, provides a continuous recording of heart rhythm during normal activity. - An exercise stress test captures your EKG and blood pressure before, during, or after exercise to see how your heart responds to exercise. This test tells doctors how your heart responds to activity.  An exercise stress test captures your EKG and blood pressure before, during, or after exercise to see how your heart responds to exercise. This test tells doctors how your heart responds to activity."
What are the treatments for Heart Failure ?,0000034-20,treatment,Treatment for heart failure includes lifestyle changes medications specialized care for those in advanced stages of the disease.
What are the treatments for Heart Failure ?,0000034-21,treatment,Lifestyle changes to treat heart failure may include - reducing salt and fluid intake  - following a heart healthy diet  - adopting a plan to lose weight  - quitting smoking   - engaging in physical activity. reducing salt and fluid intake following a heart healthy diet adopting a plan to lose weight quitting smoking engaging in physical activity.
What are the treatments for Heart Failure ?,0000034-22,treatment,"Many medications are used to manage heart failure. They include diuretics, ACE inhibitors, beta blockers and digoxin. Diuretics are used to reduce fluid buildup. ACE inhibitors work to improve heart failure in many ways, including lowering blood pressure. Beta blockers can also improve heart failure in many ways, including slowing the heart rate. Digoxin affects the hormones that worsen heart failure."
What are the treatments for Heart Failure ?,0000034-23,treatment,"For severe heart failure, patients may require additional oxygen, a mechanical heart pump, or a heart transplant."
What is (are) Heart Failure ?,0000034-24,information,More detailed information on heart failure is available at http://www.nhlbi.nih.gov/health/dci
What is (are) High Blood Cholesterol ?,0000035-1,information,"What is Cholesterol? Cholesterol is a waxy, fat-like substance that your liver makes. It is also found in some foods that come from animals. Cholesterol is found in all parts of your body. It plays a vital role in your body. It makes hormones, helps you digest food, and supports the workings of all the cells in your body. But your liver makes all the cholesterol that your body needs to do this. Lipoproteins and Cholesterol Cholesterol circulates in your blood stream. But it's fatty while your blood is watery. Just like oil and water, the two do not mix. As a result, cholesterol travels through your bloodstream in small packages called lipoproteins. The packages are made of fat (lipids) on the inside and proteins on the outside. Two kinds of lipoproteins carry cholesterol through your bloodstream. It's important to have healthy levels of both: - low-density lipoproteins (LDL)  - high-density lipoproteins (HDL).  low-density lipoproteins (LDL) high-density lipoproteins (HDL). What Does LDL Cholesterol Do? Low-density lipoproteins (LDL) carry cholesterol to all the cells in your body, including the arteries that supply blood to your heart. LDL cholesterol is sometimes called bad cholesterol because it can build up in the walls of your arteries. The higher the level of LDL cholesterol in your blood, the greater your chances of getting heart disease. What Does HDL Cholesterol Do? High-density lipoproteins (HDL) carry cholesterol away from the cells in your body. HDL cholesterol is sometimes called good cholesterol because it helps remove cholesterol from your artery walls. The liver then removes the cholesterol from your body. The higher your HDL cholesterol level, the lower your chances of getting heart disease. If Your Blood Cholesterol Is Too High Too much cholesterol in your blood is called high blood cholesterol. It can be serious. It increases your chances of having a heart attack or getting heart disease. When the cholesterol level in your blood is too high, it can build up in the walls of your arteries. This buildup of cholesterol is called plaque. Plaque Buildup Can Lead to - Artherosclerosis. Over time, the plaque can build up so much that it narrows your arteries. This is called atherosclerosis, or hardening of the arteries. It can slow down or block the flow of blood to your heart.  Artherosclerosis. Over time, the plaque can build up so much that it narrows your arteries. This is called atherosclerosis, or hardening of the arteries. It can slow down or block the flow of blood to your heart. - Coronary Heart Disease (CHD).  Artherosclerosis can occur in blood vessels anywhere in your body, including the ones that bring blood to your heart, called the coronary arteries. If plaque builds up in these arteries, the blood may not be able to bring enough oxygen to the heart muscle. This is called coronary heart disease (CHD).  Coronary Heart Disease (CHD).  Artherosclerosis can occur in blood vessels anywhere in your body, including the ones that bring blood to your heart, called the coronary arteries. If plaque builds up in these arteries, the blood may not be able to bring enough oxygen to the heart muscle. This is called coronary heart disease (CHD). - Angina.  The buildup of plaque can lead to chest pain called angina. Angina is a common symptom of CHD. It happens when the heart does not receive enough oxygen-rich blood from the lungs.  Angina.  The buildup of plaque can lead to chest pain called angina. Angina is a common symptom of CHD. It happens when the heart does not receive enough oxygen-rich blood from the lungs. - Heart Attack.  Some plaques have a thin covering, so they may rupture or break open. A blood clot can then form over the plaque. A clot can block the flow of blood through the artery. This blockage can cause a heart attack.  Heart Attack.  Some plaques have a thin covering, so they may rupture or break open. A blood clot can then form over the plaque. A clot can block the flow of blood through the artery. This blockage can cause a heart attack. Lowering Cholesterol Can Affect Plaque Lowering your cholesterol level reduces your chances of plaque rupturing and causing a heart attack. It may also slow down, reduce, or even stop plaque from building up. And it reduces your chances of dying from heart disease. High blood cholesterol itself does not cause symptoms, so many people don't know that they have it. It is important to find out what your cholesterol numbers are because if you have high blood cholesterol, lowering it reduces your chances of getting heart disease or having a heart attack."
What causes High Blood Cholesterol ?,0000035-2,causes,"Many things can affect the level of cholesterol in your blood. You can control some of these things but not others. What You Can Control You can control - what you eat  - your weight  - your activity level. what you eat your weight your activity level. Your Diet Certain foods have several types of fat that raise your cholesterol level. - Saturated fat increases your LDL cholesterol level more than anything else in your diet.  Saturated fat is found mostly in foods that come from animal sources such as egg yolks, meat, and milk products, including butter, cream and cheese. These foods also contain cholesterol. Saturated fat increases your LDL cholesterol level more than anything else in your diet.  Saturated fat is found mostly in foods that come from animal sources such as egg yolks, meat, and milk products, including butter, cream and cheese. These foods also contain cholesterol. -   Trans fatty acids, or trans fats, also raise your LDL cholesterol level.  These mostly come from vegetable oil that has gone through a process called hydrogenation to make it hard. Examples of foods containing trans fats include many convenience foods such as doughnuts, French fries, cookies, cakes and pastries.  Trans fatty acids, or trans fats, also raise your LDL cholesterol level.  These mostly come from vegetable oil that has gone through a process called hydrogenation to make it hard. Examples of foods containing trans fats include many convenience foods such as doughnuts, French fries, cookies, cakes and pastries. Your Weight Being overweight tends to - increase your LDL level  - lower your HDL level  - increase your total cholesterol level. increase your LDL level lower your HDL level increase your total cholesterol level. Your Activity Level If you don't exercise regularly, you may gain weight. This could increase your LDL cholesterol level. Regular exercise can help you lose weight and lower your LDL level. It can also help you increase your HDL level. What You Cannot Control You cannot control some things that can affect the level of cholesterol in your blood, including - your heredity  - your age  - your sex. your heredity your age your sex. High blood cholesterol can run in families. For most people, their cholesterol level is the result of an interaction between their genes and their lifestyles. As we get older, our cholesterol levels rise. - Before menopause, women tend to have lower total cholesterol levels than men of the same age.  - After menopause, women's LDL (bad) cholesterol levels tend to increase. Before menopause, women tend to have lower total cholesterol levels than men of the same age. After menopause, women's LDL (bad) cholesterol levels tend to increase."
