question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
How to prevent Lymphocytic Choriomeningitis (LCM) ?,0000258-6,prevention,"LCMV infection can be prevented by avoiding contact with wild mice and taking precautions when handling pet rodents (i.e. mice, hamsters, or guinea pigs).                 Rarely, pet rodents may become infected with LCMV from wild rodents. Breeders, pet stores, and pet owners should take measures to prevent infestations of wild rodents. Pet rodents should not come into contact with wild rodents. If you have a pet rodent, wash your hands with soap and water (or waterless alcohol-based hand rubs when soap is not available and hands are not visibly soiled) after handling rodents or their cages and bedding.                 If you have a rodent infestation in and around your home, take the following precautions to reduce the risk of LCMV infection:   - Seal up rodent entry holes or gaps with steel wool, lath metal, or caulk.  - Trap rats and mice by using an appropriate snap trap.  - Clean up rodent food sources and nesting sites and take precautions when cleaning rodent-infected areas:       - Use cross-ventilation when entering a previously unventilated enclosed room or dwelling prior to cleanup.    - Put on rubber, latex, vinyl or nitrile gloves.    - Do not stir up dust by vacuuming, sweeping, or any other means.    - Thoroughly wet contaminated areas with a bleach solution or household disinfectant.    - Hypochlorite (bleach) solution: Mix 1 and 1/2 cups of household bleach in 1 gallon of water.    - Once everything is wet, take up contaminated materials with damp towel and then mop or sponge the area with bleach solution or household disinfectant.    - Spray dead rodents with disinfectant and then double-bag along with all cleaning materials and throw bag out in an appropriate waste disposal system.    - Remove the gloves and thoroughly wash your hands with soap and water (or waterless alcohol-based hand rubs when soap is not available and hands are not visibly soiled).                      The geographic distributions of the rodent hosts are widespread both domestically and abroad. However, infrequent recognition and diagnosis, and historic underreporting of LCM, have limited scientists' ability to estimate incidence rates and prevalence of disease among humans. Understanding the epidemiology of LCM and LCMV infections will help to further delineate risk factors for infection and develop effective preventive strategies. Increasing physician awareness will improve disease recognition and reporting, which may lead to better characterization of the natural history and the underlying immunopathological mechanisms of disease, and stimulate future therapeutic research and development.",Lymphocytic Choriomeningitis (LCM),0000258,CDC,http://www.cdc.gov/vhf/lcm/index.html,,,
What is (are) Parasites - Leishmaniasis ?,0000261-1,information,"Leishmaniasis is a parasitic disease that is found in parts of the tropics, subtropics, and southern Europe. Leishmaniasis is caused by infection with Leishmania parasites, which are spread by the bite of infected sand flies. There are several different forms of leishmaniasis in people. The most common forms are cutaneous leishmaniasis, which causes skin sores, and visceral leishmaniasis, which affects several internal organs (usually spleen, liver, and bone marrow).",Parasites - Leishmaniasis,0000261,CDC,http://www.cdc.gov/parasites/leishmaniasis/index.html,,,
Who is at risk for Parasites - Leishmaniasis? ?,0000261-2,susceptibility,"Leishmaniasis is found in people in focal areas of more than 90 countries in the tropics, subtropics, and southern Europe. The ecologic settings range from rain forests to deserts. Leishmaniasis usually is more common in rural than in urban areas, but it is found in the outskirts of some cities. Climate and other environmental changes have the potential to expand the geographic range of the sand fly vectors and the areas in the world where leishmaniasis is found.    Leishmaniasis is found on every continent except Australia and Antarctica.         - In the Old World (the Eastern Hemisphere), leishmaniasis is found in some parts of Asia, the Middle East, Africa (particularly in the tropical region and North Africa, with some cases elsewhere), and southern Europe. It is not found in Australia or the Pacific islands.     - In the New World (the Western Hemisphere), it is found in some parts of Mexico, Central America, and South America. It is not found in Chile or Uruguay. Occasional cases of cutaneous leishmaniasis have been acquired in Texas and Oklahoma.        The number of new cases per year is not known with certainty. For cutaneous leishmaniasis, estimates of the number of cases range from approximately 0.7 million (700,000) to 1.2 million (1,200,000). For visceral leishmaniasis, estimates of the number of cases range from approximately 0.2 million (200,000) to 0.4 million (400,000). The cases of leishmaniasis evaluated in the United States reflect travel and immigration patterns. For example, many of the cases of cutaneous leishmaniasis in U.S. civilian travelers have been acquired in common tourist destinations in Latin America, such as in Costa Rica.    Overall, infection in people is caused by more than 20 species (types) of Leishmania parasites, which are spread by about 30 species of phlebotomine sand flies; particular species of the parasite are spread by particular sand flies. The sand fly vectors generally are the most active during twilight, evening, and night-time hours (from dusk to dawn).    In many geographic areas where leishmaniasis is found in people, infected people are not needed to maintain the transmission cycle of the parasite in nature; infected animals (such as rodents or dogs), along with sand flies, maintain the cycle. However, in some parts of the world, infected people are needed to maintain the cycle; this type of transmission (human—sand fly—human) is called anthroponotic. In areas with anthroponotic transmission, effective treatment of individual patients can help control the spread of the parasite.",Parasites - Leishmaniasis,0000261,CDC,http://www.cdc.gov/parasites/leishmaniasis/index.html,,,
How to diagnose Parasites - Leishmaniasis ?,0000261-5,exams and tests,"Various laboratory methods can be used to diagnose leishmaniasis—to detect the parasite as well as to identify the Leishmania species (type). Some of the methods are available only in reference laboratories. In the United States, CDC staff can assist with the testing for leishmaniasis.    Tissue specimens—such as from skin sores (for cutaneous leishmaniasis) or from bone marrow (for visceral leishmaniasis)—can be examined for the parasite under a microscope, in special cultures, and in other ways. Blood tests that detect antibody (an immune response) to the parasite can be helpful for cases of visceral leishmaniasis; tests to look for the parasite itself usually also are done.    More on: Resources for Health Professionals: Diagnosis",Parasites - Leishmaniasis,0000261,CDC,http://www.cdc.gov/parasites/leishmaniasis/index.html,,,
What are the treatments for Parasites - Leishmaniasis ?,0000261-6,treatment,"Before considering treatment, the first step is to make sure the diagnosis is correct.    Treatment decisions should be individualized. Health care providers may consult CDC staff about the relative merits of various approaches. Examples of factors to consider include the form of leishmaniasis, the Leishmania species that caused it, the potential severity of the case, and the patient's underlying health.    The skin sores of cutaneous leishmaniasis usually heal on their own, even without treatment. But this can take months or even years, and the sores can leave ugly scars. Another potential concern applies to some (not all) types of the parasite found in parts of Latin America: certain types might spread from the skin and cause sores in the mucous membranes of the nose (most common location), mouth, or throat (mucosal leishmaniasis). Mucosal leishmaniasis might not be noticed until years after the original sores healed. The best way to prevent mucosal leishmaniasis is to ensure adequate treatment of the cutaneous infection.    If not treated, severe (advanced) cases of visceral leishmaniasis typically are fatal.    More on: Resources for Health Professionals: Treatment",Parasites - Leishmaniasis,0000261,CDC,http://www.cdc.gov/parasites/leishmaniasis/index.html,,,
How to prevent Parasites - Leishmaniasis ?,0000261-7,prevention,"No vaccines or drugs to prevent infection are available. The best way for travelers to prevent infection is to protect themselves from sand fly bites. To decrease the risk of being bitten, follow these preventive measures:    Avoid outdoor activities, especially from dusk to dawn, when sand flies generally are the most active.    When outdoors (or in unprotected quarters):         - Minimize the amount of exposed (uncovered) skin. To the extent that is tolerable in the climate, wear long-sleeved shirts, long pants, and socks; and tuck your shirt into your pants. (See below about wearing insecticide-treated clothing.)     - Apply insect repellent to exposed skin and under the ends of sleeves and pant legs. Follow the instructions on the label of the repellent. The most effective repellents generally are those that contain the chemical DEET (N,N-diethylmetatoluamide).                                                                                                          When indoors:         - Stay in well-screened or air-conditioned areas.     - Keep in mind that sand flies are much smaller than mosquitoes and therefore can get through smaller holes.     - Spray living/sleeping areas with an insecticide to kill insects.     - If you are not sleeping in a well-screened or air-conditioned area, use a bed net and tuck it under your mattress. If possible, use a bed net that has been soaked in or sprayed with a pyrethroid-containing insecticide. The same treatment can be applied to screens, curtains, sheets, and clothing (clothing should be retreated after five washings).        More on: Insect Bite Prevention",Parasites - Leishmaniasis,0000261,CDC,http://www.cdc.gov/parasites/leishmaniasis/index.html,,,
What is (are) Parasites - Loiasis ?,0000265-4,information,Loiasis is an infection caused by the parasitic worm Loa loa.,Parasites - Loiasis,0000265,CDC,http://www.cdc.gov/parasites/loiasis/,,,
Who is at risk for Parasites - Loiasis? ?,0000265-5,susceptibility,"Loa loa parasites are found in West and Central Africa. Ten countries have areas where there are high rates of infection (i.e., where more than 40% of the people who live in that area report that they have had eye worm in the past). An estimated 14.4 million people live in these areas of high rates of infection. Another 15.2 live in areas where 20–40% of people report that they have had eye worm in the past.    More on: Where Loa Loa is Prevelant [WHO Map]    The people most at risk for loiasis are those who live in the certain rain forests in West and Central Africa. The deerflies that pass the parasite to humans usually bite during the day and are more common during the rainy season. They are attracted by the movement of people and by smoke from wood fires. Rubber plantations are areas where more deerflies may be found. The flies do not typically enter homes, but they might be attracted to homes that are well lit.    Travelers are more likely to become infected if they are in areas where they are bitten by deerflies for many months, though occasionally they get infected even if they are in an affected area for less than 30 days.    Your risk of infection depends on the number of bites received, the number of infected deerflies in the area you visit, and the length of your stay in the area.",Parasites - Loiasis,0000265,CDC,http://www.cdc.gov/parasites/loiasis/,,,
How to diagnose Parasites - Loiasis ?,0000265-8,exams and tests,"In people who have been bitten by the flies that carry Loa loa in areas where Loa loa is known to exist, the diagnosis can be made in the following ways:     - Identification of the adult worm by a microbiologist or pathologist after its removal from under the skin or eye   - Identification of an adult worm in the eye by a health care provider   - Identification of the microfilariae on a blood smear made from blood taken from the patient between 10AM and 2PM   - Identification of antibodies against L. loa on specialized blood test    Diagnosis of loiasis can be difficult, especially in light infections where there are very few microfilariae in the blood. The specialized blood test is not widely available in the United States. A positive antibody blood test in someone with no symptoms means only that the person was infected sometime in his/her life. It does not mean that the person still has living parasites in his/her body.",Parasites - Loiasis,0000265,CDC,http://www.cdc.gov/parasites/loiasis/,,,
What are the treatments for Parasites - Loiasis ?,0000265-9,treatment,"Decisions about treatment of loiasis can be difficult and often require advice from an expert in infectious diseases or tropical medicine. Although surgical removal of adult worms moving under the skin or across the eye can be done to relieve anxiety, loiasis is not cured by surgery alone. There are two medications that can be used to treat the infection and manage the symptoms. The treatment of choice is diethylcarbamazine (DEC), which kills the microfilariae and adult worms. Albendazole is sometimes used in patients who are not cured with multiple DEC treatments. It is thought to kill adult worms. Certain people with heavy infections are at risk of brain inflammation when treated with DEC. This can cause coma or sometimes death. People with heavy infections need to be treated by experienced specialists.  Sometimes, other medical conditions need to be addressed first in order to make it safer to use DEC. Sometimes treatment is not recommended.    More on: Resources for Health Professionals: Treatment",Parasites - Loiasis,0000265,CDC,http://www.cdc.gov/parasites/loiasis/,,,
How to prevent Parasites - Loiasis ?,0000265-10,prevention,"There are no programs to control or eliminate loiasis in affected areas. Your risk of infection may be less in areas where communities receive regular treatment for onchocerciasis or lymphatic filariasis.    There are no vaccines that protect you from loiasis. If you are going to be in an area with loiasis for a long period of time, diethylcarbamazine (DEC)—300mg taken once a week—can reduce your risk of infection. Avoiding areas where the deerflies are found, such as muddy, shaded areas along rivers or around wood fires, may also reduce your risk of infection. You may reduce your risk of bites by using insect repellants that contain DEET (N,N-Diethyl-meta-toluamide) and wearing long sleeves and long pants during the day, which is when deerflies bite. Treating your clothes with permethrin may also help. For a description of CDC's information for preventing insect bites, see CDC's Yellow Book.    More on: Insect Bite Prevention",Parasites - Loiasis,0000265,CDC,http://www.cdc.gov/parasites/loiasis/,,,
Who is at risk for Lujo Hemorrhagic Fever (LUHF)? ?,0000266-1,susceptibility,"Like all arenaviruses, Lujo virus has a rodent host as its reservoir. Humans can contract LUHF through contact with an infected rodent. Contact can be direct or through inhalation of aerosolized Lujo virus from the urine or feces of infected rodents.  Person-to-person transmission of Lujo virus was observed in the small, nosocomial cluster of hemorrhagic disease which resulted in the discovery of the Lujo virus.  Transmission of arenaviruses, and Lujo virus in particular, is most likely the result of direct contact with the body fluids of an infected person, in the absence of infection control precautions.",Lujo Hemorrhagic Fever (LUHF),0000266,CDC,http://www.cdc.gov/vhf/lujo/index.html,,,
What are the symptoms of Lujo Hemorrhagic Fever (LUHF) ?,0000266-2,symptoms,"The symptoms of Lujo hemorrhagic fever, as described in the five patients in the original cluster outbreak, resemble those of severe Lassa Fever. After an incubation period of 7 to 13 days, the clinical course started by a non-specific febrile illness accompanied by headache and muscle pain.                 The disease increases in severity, with:   - a morbilliform rash of the face and trunk  - face and neck swelling  - pharyngitis (sore throat)  - diarrhea                  Bleeding was not a prominent feature during the illness.                 In the fatal cases (4/5 patients), a transient improvement was followed by:   - rapid deterioration with respiratory distress  - neurological signs and circulatory collapse                  Death occurred 10 to 13 days after onset.                 Low blood platelets, low white blood cell count (at the onset, rising later on) and elevated liver function values were present in all patients.                 Since Arenaviruses may enter the fetus through infection of the mother, and anectodal evidence suggests that infected pregnant women may suffer miscarriages, it is reasonable to assume that both infection of the fetus and miscarriage may be associated with Lujo infection in the mother.",Lujo Hemorrhagic Fever (LUHF),0000266,CDC,http://www.cdc.gov/vhf/lujo/index.html,,,
Who is at risk for Lujo Hemorrhagic Fever (LUHF)? ?,0000266-3,susceptibility,"Lujo hemorrhagic fever (LUHF) occurs in southern Africa. The initial case was certainly infected in Zambia.    Field workers    Field workers are at greatest risk because of increased human contact with the reservoir rodent population. Sexual partners of field workers may be at greater risk as well. In addition to nosocomial infection in healthcare workers already described, laboratory infections have been frequently described with Arenaviruses and Lujo virus can certainly be transmitted to laboratory workers during manipulation of the virus, especially during experimental infections of rodents.",Lujo Hemorrhagic Fever (LUHF),0000266,CDC,http://www.cdc.gov/vhf/lujo/index.html,,,
How to diagnose Lujo Hemorrhagic Fever (LUHF) ?,0000266-4,exams and tests,"During the acute febrile phase, Lujo virus was isolated from blood from days 2 to 13 after onset. Virus was also isolated from liver tissue obtained post-mortem. A subsequent complete genomic analysis of Lujo virus facilitated the development of specific molecular detection (RT-PCR) assays.    Serologic diagnosis of Lujo hemorrhagic fever can be made by indirect immunofluorescent assay and ELISA. However, individuals from endemic areas displaying fever, rash, pharyngitis, accompanied by laboratory findings of low platelet counts and elevated liver enzymes, should be suspected of having a hemorrhagic fever virus infection. Clinical specimens should be tested using specific assays.",Lujo Hemorrhagic Fever (LUHF),0000266,CDC,http://www.cdc.gov/vhf/lujo/index.html,,,
What are the treatments for Lujo Hemorrhagic Fever (LUHF) ?,0000266-5,treatment,"Supportive therapy is important in Lujo hemorrhagic fever. This includes:         - maintenance of hydration     - management of shock     - sedation     - pain relief     - usual precautions for patients with bleeding disorders     - transfusions (when necessary)        Treatment of arenavirus hemorrhagic fevers with convalescent plasma therapy reduces mortality significantly and anectodal evidence from the only surviving Lujo patient shows that the antiviral drug ribavirin may hold promise in the treatment of LUHF. Ribavirin has been considered for preventing development of disease in people exposed to other arenaviruses.    Recovery    The precise mortality of LUHF is unknown, but 4 of 5 described cases were fatal.    Patients who have suffered from other arenaviruses may excrete virus in urine or semen for weeks after recovery. For this reason, these fluids should be monitored for infectivity, since convalescent patients have the potential to infect others (particularly sexual partners) via these fluids.",Lujo Hemorrhagic Fever (LUHF),0000266,CDC,http://www.cdc.gov/vhf/lujo/index.html,,,
How to prevent Lujo Hemorrhagic Fever (LUHF) ?,0000266-6,prevention,"Although rodent control would be desirable, it will not be a successful strategy for preventing Lujo hemorrhagic fever cases caused by exposures outdoors.    As for other hemorrhagic fevers, full barrier nursing procedures should be implemented during management of suspected or confirmed LUHF cases (no infection occurred after their implementation in South Africa).",Lujo Hemorrhagic Fever (LUHF),0000266,CDC,http://www.cdc.gov/vhf/lujo/index.html,,,
What is (are) Parasites - Lymphatic Filariasis ?,0000269-1,information,Frequently Asked Questions (FAQs)        Vector Information,Parasites - Lymphatic Filariasis,0000269,CDC,http://www.cdc.gov/parasites/lymphaticfilariasis/,,,
Who is at risk for Parasites - Lymphatic Filariasis? ?,0000269-2,susceptibility,"There are three different filarial species that can cause lymphatic filariasis in humans. Most of the infections worldwide are caused by Wuchereria bancrofti. In Asia, the disease can also be caused by Brugia malayi and Brugia timori.    The infection spreads from person to person by mosquito bites. The adult worm lives in the human lymph vessels, mates, and produces millions of microscopic worms, also known as microfilariae. Microfilariae circulate in the person's blood and infect the mosquito when it bites a person who is infected. Microfilariae grow and develop in the mosquito. When the mosquito bites another person, the larval worms pass from the mosquito into the human skin, and travel to the lymph vessels. They grow into adult worms, a process that takes 6 months or more. An adult worm lives for about 5–7 years. The adult worms mate and release millions of microfilariae into the blood. People with microfilariae in their blood can serve as a source of infection to others.                 A wide range of mosquitoes can transmit the parasite, depending on the geographic area. In Africa, the most common vector is Anopheles and in the Americas, it is Culex quinquefasciatus. Aedes and Mansonia can transmit the infection in the Pacific and in Asia.    Many mosquito bites over several months to years are needed to get lymphatic filariasis. People living for a long time in tropical or sub-tropical areas where the disease is common are at the greatest risk for infection. Short-term tourists have a very low risk.    Programs to eliminate lymphatic filariasis are under way in more than 50 countries. These programs are reducing transmission of the filarial parasites and decreasing the risk of infection for people living in or visiting these communities.    Geographic distribution                 Lymphatic filariasis affects over 120 million people in 73 countries throughout the tropics and sub-tropics of Asia, Africa, the Western Pacific, and parts of the Caribbean and South America.    In the Americas, only four countries are currently known to be endemic: Haiti, the Dominican Republic, Guyana and Brazil.    In the United States, Charleston, South Carolina, was the last known place with lymphatic filariasis. The infection disappeared early in the 20th century. Currently, you cannot get infected in the U.S.",Parasites - Lymphatic Filariasis,0000269,CDC,http://www.cdc.gov/parasites/lymphaticfilariasis/,,,
How to diagnose Parasites - Lymphatic Filariasis ?,0000269-5,exams and tests,"The standard method for diagnosing active infection is the identification of microfilariae in a blood smear by microscopic examination. The microfilariae that cause lymphatic filariasis circulate in the blood at night (called nocturnal periodicity). Blood collection should be done at night to coincide with the appearance of the microfilariae, and a thick smear should be made and stained with Giemsa or hematoxylin and eosin. For increased sensitivity, concentration techniques can be used.    Serologic techniques provide an alternative to microscopic detection of microfilariae for the diagnosis of lymphatic filariasis. Patients with active filarial infection typically have elevated levels of antifilarial IgG4 in the blood and these can be detected using routine assays.    Because lymphedema may develop many years after infection, lab tests are most likely to be negative with these patients.",Parasites - Lymphatic Filariasis,0000269,CDC,http://www.cdc.gov/parasites/lymphaticfilariasis/,,,
What are the treatments for Parasites - Lymphatic Filariasis ?,0000269-6,treatment,"Patients currently infected with the parasite    Diethylcarbamazine (DEC) is the drug of choice in the United States. The drug kills the microfilaria and some of the adult worms. DEC has been used world-wide for more than 50 years. Because this infection is rare in the U.S., the drug is no longer approved by the Food and Drug Administration (FDA) and cannot be sold in the U.S. Physicians can obtain the medication from CDC after confirmed positive lab results. CDC gives the physicians the choice between 1 or 12-day treatment of DEC (6 mg/kg/day). One day treatment is generally as effective as the 12-day regimen. DEC is generally well tolerated. Side effects are in general limited and depend on the number of microfilariae in the blood. The most common side effects are dizziness, nausea, fever, headache, or pain in muscles or joints.    DEC should not be administered to patients who may also have onchocerciasis as  DEC can worsen onchocercal eye disease.  In patients with loiasis, DEC can cause serious adverse reactions, including encephalopathy and death. The risk and severity of the adverse reactions are related to Loa loa microfilarial density.The drug ivermectin kills only the microfilariae, but not the adult worm; the adult worm is responsible for the pathology of lymphedema and hydrocele.    Some studies have shown adult worm killing with treatment with doxycycline (200mg/day for 4–6 weeks).      Patients with clinical symptoms    Lymphedema and elephantiasis are not indications for DEC treatment because most people with lymphedema are not actively infected with the filarial parasite.    To prevent the lymphedema from getting worse, patients should ask their physician for a referral to a lymphedema therapist so they can be informed about some basic principles of care such as hygiene, exercise and treatment of wounds.    Patients with hydrocele may have evidence of active infection, but typically do not improve clinically following treatment with DEC. The treatment for hydrocele is surgery.    More on: Resources for Health Professionals: Treatment",Parasites - Lymphatic Filariasis,0000269,CDC,http://www.cdc.gov/parasites/lymphaticfilariasis/,,,
How to prevent Parasites - Lymphatic Filariasis ?,0000269-7,prevention,"The best way to prevent lymphatic filariasis is to avoid mosquito bites. The mosquitoes that carry the microscopic worms usually bite between the hours of dusk and dawn. If you live in an area with lymphatic filariasis:       - at night            - sleep in an air-conditioned room or      - sleep under a mosquito net         - between dusk and dawn            - wear long sleeves and trousers and      - use mosquito repellent on exposed skin.           Another approach to prevention includes giving entire communities medicine that kills the microscopic worms -- and controlling mosquitoes. Annual mass treatment reduces the level of microfilariae in the blood and thus, diminishes transmission of infection. This is the basis of the global campaign to eliminate lymphatic filariasis.   Experts consider that lymphatic filariasis, a neglected tropical disease (NTD), can be eradicated and a global campaign to eliminate lymphatic filariasis as a public health problem is under way. The elimination strategy is based on annual treatment of whole communities with combinations of drugs that kill the microfilariae. As a result of the generous contributions of these drugs by the companies that make them, tens of millions of people are being treated each year. Since these drugs also reduce levels of infection with intestinal worms, benefits of treatment extend beyond lymphatic filariasis. Successful campaigns to eliminate lymphatic filariasis have taken place in China and other countries.   More on: Insect Bite Prevention",Parasites - Lymphatic Filariasis,0000269,CDC,http://www.cdc.gov/parasites/lymphaticfilariasis/,,,
Who is at risk for Marburg hemorrhagic fever (Marburg HF)? ?,0000272-1,susceptibility,"It is unknown how Marburg virus first transmits from its animal host to humans; however, for the 2 cases in tourists visiting Uganda in 2008, unprotected contact with infected bat feces or aerosols are the most likely routes of infection.   After this initial crossover of virus from host animal to humans, transmission occurs through person-to-person contact. This may happen in several ways: direct contact to droplets of body fluids from infected persons, or contact with equipment and other objects contaminated with infectious blood or tissues.   In previous outbreaks, persons who have handled infected non-human primates or have come in direct contact with their fluids or cell cultures have become infected. Spread of the virus between humans has occurred in close environments and direct contacts. A common example is through caregivers in the home or in a hospital (nosocomial transmission).",Marburg hemorrhagic fever (Marburg HF),0000272,CDC,http://www.cdc.gov/vhf/marburg/,,,
What are the symptoms of Marburg hemorrhagic fever (Marburg HF) ?,0000272-2,symptoms,"After an incubation period of 5-10 days, symptom onset is sudden and marked by fever, chills, headache, and myalgia. Around the fifth day after the onset of symptoms, a maculopapular rash, most prominent on the trunk (chest, back, stomach), may occur. Nausea, vomiting, chest pain, a sore throat, abdominal pain, and diarrhea may then appear. Symptoms become increasingly severe and can include jaundice, inflammation of the pancreas, severe weight loss, delirium, shock, liver failure, massive hemorrhaging, and multi-organ dysfunction.  Because many of the signs and symptoms of Marburg hemorrhagic fever are similar to those of other infectious diseases such as malaria or typhoid fever, clinical diagnosis of the disease can be difficult, especially if only a single case is involved.  The case-fatality rate for Marburg hemorrhagic fever is between 23-90%. For a complete listing of the case fatality rates for previous outbreaks, please see the History of Outbreaks table",Marburg hemorrhagic fever (Marburg HF),0000272,CDC,http://www.cdc.gov/vhf/marburg/,,,
Who is at risk for Marburg hemorrhagic fever (Marburg HF)? ?,0000272-3,susceptibility,"People who have close contact with African fruit bats, humans patients, or non-human primates infected with Marburg virus are at risk.                 Historically, the people at highest risk include family members and hospital staff who care for patients infected with Marburg virus and have not used proper barrier nursing techniques. Particular occupations, such as veterinarians and laboratory or quarantine facility workers who handle non-human primates from Africa, may also be at increased risk of exposure to Marburg virus.                 Exposure risk can be higher for travelers visiting endemic regions in Africa, including Uganda and other parts of central Africa, and have contact with fruit bats, or enter caves or mines inhabited by fruit bats.",Marburg hemorrhagic fever (Marburg HF),0000272,CDC,http://www.cdc.gov/vhf/marburg/,,,
How to diagnose Marburg hemorrhagic fever (Marburg HF) ?,0000272-4,exams and tests,"Many of the signs and symptoms of Marburg hemorrhagic fever are similar to those of other more frequent infectious diseases, such as malaria or typhoid fever, making diagnosis of the disease difficult. This is especially true if only a single case is involved.  However, if a person has the early symptoms of Marburg HF and there is reason to believe that Marburg HF should be considered, the patient should be isolated and public health professionals notified. Samples from the patient can then be collected and tested to confirm infection.  Antigen-capture enzyme-linked immunosorbent assay (ELISA) testing, polymerase chain reaction (PCR), and IgM-capture ELISA can be used to confirm a case of Marburg HF within a few days of symptom onset. Virus isolation may also be performed but should only be done in a high containment laboratory with good laboratory practices. The IgG-capture ELISA is appropriate for testing persons later in the course of disease or after recovery. In deceased patients, immunohistochemistry, virus isolation, or PCR of blood or tissue specimens may be used to diagnose Marburg HF retrospectively.",Marburg hemorrhagic fever (Marburg HF),0000272,CDC,http://www.cdc.gov/vhf/marburg/,,,
What are the treatments for Marburg hemorrhagic fever (Marburg HF) ?,0000272-5,treatment,"There is no specific treatment for Marburg hemorrhagic fever. Supportive hospital therapy should be utilized, which includes balancing the patient's fluids and electrolytes, maintaining oxygen status and blood pressure, replacing lost blood and clotting factors, and treatment for any complicating infections.  Experimental treatments are validated in non-human primates models, but have never been tried in humans.",Marburg hemorrhagic fever (Marburg HF),0000272,CDC,http://www.cdc.gov/vhf/marburg/,,,
How to prevent Marburg hemorrhagic fever (Marburg HF) ?,0000272-6,prevention,"Preventive measures against Marburg virus infection are not well defined, as transmission from wildlife to humans remains an area of ongoing research. However, avoiding fruit bats, and sick non-human primates in central Africa, is one way to protect against infection.  Measures for prevention of secondary, or person-to-person, transmission are similar to those used for other hemorrhagic fevers. If a patient is either suspected or confirmed to have Marburg hemorrhagic fever, barrier nursing techniques should be used to prevent direct physical contact with the patient. These precautions include wearing of protective gowns, gloves, and masks; placing the infected individual in strict isolation; and sterilization or proper disposal of needles, equipment, and patient excretions.  In conjunction with the World Health Organization, CDC has developed practical, hospital-based guidelines, titled: Infection Control for Viral Haemorrhagic Fevers In the African Health Care Setting. The manual can help health-care facilities recognize cases and prevent further hospital-based disease transmission using locally available materials and few financial resources.  Marburg hemorrhagic fever is a very rare human disease. However, when it occurs, it has the potential to spread to other people, especially health care staff and family members who care for the patient. Therefore, increasing awareness in communities and among health-care providers of the clinical symptoms of patients with Marburg hemorrhagic fever is critical. Better awareness can lead to earlier and stronger precautions against the spread of Marburg virus in both family members and health-care providers. Improving the use of diagnostic tools is another priority. With modern means of transportation that give access even to remote areas, it is possible to obtain rapid testing of samples in disease control centers equipped with Biosafety Level 4 laboratories in order to confirm or rule out Marburg virus infection.",Marburg hemorrhagic fever (Marburg HF),0000272,CDC,http://www.cdc.gov/vhf/marburg/,,,
what are marine toxins?,0000273-12,information,"Marine toxins are naturally occurring chemicals that can contaminate certain seafood. The seafood contaminated with these chemicals frequently looks, smells, and tastes normal. When humans eat such seafood, disease can result.",Marine Toxins,0000273,CDC,http://www.cdc.gov/nczved/divisions/dfbmd/diseases/marine_toxins,,,
how can these diseases be diagnosed for Marine Toxins ?,0000273-14,exams and tests,"Diagnosis of marine toxin poisoning is generally based on symptoms and a history of recently eating a particular kind of seafood. Laboratory testing for the specific toxin in patient samples is generally not necessary because this requires special techniques and equipment available in only specialized laboratories. If suspect, leftover fish or shellfish are available, they can be tested for the presence of the toxin more easily. Identification of the specific toxin is not usually necessary for treating patients because there is no specific treatment.",Marine Toxins,0000273,CDC,http://www.cdc.gov/nczved/divisions/dfbmd/diseases/marine_toxins,,,
how can these diseases be treated for Marine Toxins ?,0000273-15,treatment,"Other than supportive care there are few specific treatments for ciguatera poisoning, paralytic shellfish poisoning, neurotoxic shellfish poisoning, or amnesic shellfish poisoning. Antihistamines and epinephrine, however, may sometimes be useful in treating the symptoms of scombrotoxic fish poisoning. Intravenous mannitol has been suggested for the treatment of severe ciguatera poisoning.",Marine Toxins,0000273,CDC,http://www.cdc.gov/nczved/divisions/dfbmd/diseases/marine_toxins,,,
how common are these diseases for Marine Toxins ?,0000273-17,frequency,"Every year, approximately 30 cases of poisoning by marine toxins are reported in the United States. Because healthcare providers are not required to report these illnesses and because many milder cases are not diagnosed or reported, the actual number of poisonings may be much greater. Toxic seafood poisonings are more common in the summer than winter because dinoflagelates grow well in warmer seasons. It is estimated from cases with available data that one person dies every 4 years from toxic seafood poisonings.",Marine Toxins,0000273,CDC,http://www.cdc.gov/nczved/divisions/dfbmd/diseases/marine_toxins,,,
what can i do to prevent poisoning by marine toxins?,0000273-18,prevention,General guidelines for safe seafood consumption:,Marine Toxins,0000273,CDC,http://www.cdc.gov/nczved/divisions/dfbmd/diseases/marine_toxins,,,
what is the government doing about these diseases for Marine Toxins ?,0000273-19,information,"Some health departments test shellfish harvested within their jurisdiction to monitor the level of dinoflagellate toxins and asses the risk for contamination. Based on the results of such testing, recreational and commercial seafood harvesting may be prohibited locally during periods of risk. State and federal regulatory agencies monitor reported cases of marine toxin poisoning, and health departments investigate possible outbreaks and devise control measures. The Centers for Disease Control and Prevention (CDC) provides support to investigators as needed.",Marine Toxins,0000273,CDC,http://www.cdc.gov/nczved/divisions/dfbmd/diseases/marine_toxins,,,
