question,question_id,question_type,answer
What are the treatments for Dravet Syndrome ?,0000108-2,treatment,"Seizures in Dravet syndrome are difficult to control, but can be reduced by anticonvulsant drugs. A ketogenic diet, high in fats and low in carbohydrates, also may be beneficial."
What is the outlook for Dravet Syndrome ?,0000108-3,outlook,"As children with Dravet syndrome get older, their decline in cognitive function stabilizes, and in many, it improves slightly. However, most teenagers with Dravet syndrome are dependent on caregivers. The degree of cognitive impairment appears to correlate with the frequency of seizures."
what research (or clinical trials) is being done for Dravet Syndrome ?,0000108-4,research,"The NINDS conducts and supports a broad program of basic and clinical research on all types of epilepsy, including Dravet syndrome. Study of the genetic defects responsible for Dravet syndrome and related disorders is expected to lead to the development of effective drug therapies."
What is (are) Dysgraphia ?,0000109-1,information,"Dysgraphia is a neurological disorder characterized by writing disabilities. Specifically, the disorder causes a person's writing to be distorted or incorrect. In children, the disorder generally emerges when they are first introduced to writing. They make inappropriately sized and spaced letters, or write wrong or misspelled words, despite thorough instruction. Children with the disorder may have other learning disabilities; however, they usually have no social or other academic problems. Cases of dysgraphia in adults generally occur after some trauma. In addition to poor handwriting, dysgraphia is characterized by wrong or odd spelling, and production of words that are not correct (i.e., using ""boy"" for ""child""). The cause of the disorder is unknown, but in adults, it is usually associated with damage to the parietal lobe of the brain."
What are the treatments for Dysgraphia ?,0000109-2,treatment,Treatment for dysgraphia varies and may include treatment for motor disorders to help control writing movements. Other treatments may address impaired memory or other neurological problems. Some physicians recommend that individuals with dysgraphia use computers to avoid the problems of handwriting.
What is the outlook for Dysgraphia ?,0000109-3,outlook,"Some individuals with dysgraphia improve their writing ability, but for others, the disorder persists."
what research (or clinical trials) is being done for Dysgraphia ?,0000109-4,research,"The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes of the National Institutes of Health (NIH) support dysgraphia research through grants to major medical institutions across the country. Much of this research focuses on finding better ways to treat, and ultimately, prevent dysgraphia."
What is (are) Dyslexia ?,0000110-1,information,"Dyslexia is a brain-based type of learning disability that specifically impairs a person's ability to read. These individuals typically read at levels significantly lower than expected despite having normal intelligence. Although the disorder varies from person to person, common characteristics among people with dyslexia are difficulty with phonological processing (the manipulation of sounds), spelling, and/or rapid visual-verbal responding. In individuals with adult onset of dyslexia, it usually occurs as a result of brain injury or in the context of dementia; this contrasts with individuals with dyslexia who simply were never identified as children or adolescents. Dyslexia can be inherited in some families, and recent studies have identified a number of genes that may predispose an individual to developing dyslexia."
What are the treatments for Dyslexia ?,0000110-2,treatment,The main focus of treatment should be on the specific learning problems of affected individuals. The usual course is to modify teaching methods and the educational environment to meet the specific needs of the individual with dyslexia.
What is the outlook for Dyslexia ?,0000110-3,outlook,"For those with dyslexia, the prognosis is mixed. The disability affects such a wide range of people and produces such different symptoms and varying degrees of severity that predictions are hard to make. The prognosis is generally good, however, for individuals whose dyslexia is identified early, who have supportive family and friends and a strong self-image, and who are involved in a proper remediation program."
what research (or clinical trials) is being done for Dyslexia ?,0000110-4,research,"The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes of the National Institutes of Health (NIH) support dyslexia research through grants to major research institutions across the country. Current research avenues focus on developing techniques to diagnose and treat dyslexia and other learning disabilities, increasing the understanding of the biological and possible genetic bases of learning disabilities, and exploring the relationship between neurophysiological processes and cognitive functions with regard to reading ability."
What is (are) Swallowing Disorders ?,0000111-1,information,"Having trouble swallowing (dysphagia) is a symptom that accompanies a number of neurological disorders. The problem can occur at any stage of the normal swallowing process as food and liquid move from the mouth, down the back of the throat, through the esophagus and into the stomach. Difficulties can range from a total inability to swallow, to coughing or choking because the food or liquid is entering the windpipe, which is referred to as aspiration. When aspiration is frequent a person can be at risk of developing pneumonia. Food may get ""stuck"" in the throat or individuals may drool because they cannot swallow their saliva. Neurological conditions that can cause swallowing difficulties are: stroke (the most common cause of dysphagia); traumatic brain injury; cerebral palsy; Parkinson disease and other degenerative neurological disorders such as amyotrophic lateral sclerosis (ALS, also known as Lou Gehrig's disease), multiple sclerosis, progressive supranuclear palsy, Huntington disease, and myasthenia gravis. Muscular dystrophy and myotonic dystrophy are accompanied by dysphagia, which is also the cardinal symptom of oculopharyngeal muscular dystrophy, a rare, progressive genetic disorder."
What are the treatments for Swallowing Disorders ?,0000111-2,treatment,"Changing a person's diet by adding thickeners helps many people, as does learning different ways to eat and chew that reduce the risk for aspiration. Occasionally drug therapy that helps the neurological disorder can also help dysphagia. In a few persons, botulinum toxin injections can help when food or liquid cannot enter the esophagus to get to the stomach. More severely disabled individuals may require surgery or the insertion of feeding tubes."
What is the outlook for Swallowing Disorders ?,0000111-3,outlook,"The prognosis depends upon the type of swallowing problem and the course of the neurological disorder that produces it. In some cases, dysphagia can be partially or completely corrected using diet manipulation or non-invasive methods. In others, especially when the dysphagia is causing aspiration and preventing adequate nutrition and causing weight loss, it may require aggressive intervention such as a feeding tube. For those with progressive degenerative neurological disorders, dysphagia will be only one in a cluster of symptoms and disabilities that have to be treated."
what research (or clinical trials) is being done for Swallowing Disorders ?,0000111-4,research,The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes at the National Institutes of Health conduct research related to dysphagia in their clinics and laboratories and support additional research through grants to major medical institutions across the country. Much of this research focuses on finding better ways to treat dysphagia.
What is (are) Dystonias ?,0000112-1,information,"The dystonias are movement disorders in which sustained muscle contractions cause twisting and repetitive movements or abnormal postures. The movements, which are involuntary and sometimes painful, may affect a single muscle; a group of muscles such as those in the arms, legs, or neck; or the entire body. Early symptoms may include deterioration in handwriting, foot cramps, or a dragging foot after running or walking some distance. Other possible symptoms are tremor and voice or speech difficulties. About half the cases of dystonia have no connection to disease or injury and are called primary or idiopathic dystonia. Of the primary dystonias, many cases appear to be inherited. Dystonias can also be symptoms of other diseases, some of which may be hereditary. Dystonia can occur at any age, but is often described as either early, or childhood, onset versus adult onset."
What are the treatments for Dystonias ?,0000112-2,treatment,"No one treatment has been found to be universally effective. Instead, doctors use a variety of therapies (medications, surgery, and other treatments such as physical therapy, splinting, stress management, and biofeedback) aimed at reducing or eliminating muscle spasms and pain. Since response to drugs varies among individuals and even in the same person over time, the most effective therapy is often individualized."
What is the outlook for Dystonias ?,0000112-3,outlook,"The initial symptoms can be very mild and may be noticeable only after prolonged exertion, stress, or fatigue. Dystonias often progress through various stages. Initially, dystonic movements are intermittent and appear only during voluntary movements or stress. Later, individuals may show dystonic postures and movements while walking and ultimately even while they are relaxed. Dystonic motions may lead to permanent physical deformities by causing tendons to shorten."
what research (or clinical trials) is being done for Dystonias ?,0000112-4,research,"The National Institute of Neurological Disorders and Stroke (NINDS) conducts research related to dystonia in its laboratories at the National Institutes of Health (NIH) and also supports additional dystonia research through grants to major research institutions across the country. Scientists at other NIH Institutes (National institute on Deafness and Other Communications Disorders, National Eye Institute, and Eunice Kennnedy Shriver National Institute on Child Health and Human Development) also support research that may benefit individuals with dystonia. Investigators believe that the dystonias result from an abnormality in an area of the brain called the basal ganglia, where some of the messages that initiate muscle contractions are processed. Scientists at the NINDS laboratories have conducted detailed investigations of the pattern of muscle activity in persons with dystonias. Studies using EEG analysis and neuroimaging are probing brain activity. The search for the gene or genes responsible for some forms of dominantly inherited dystonias continues."
What is (are) Ohtahara Syndrome ?,0000113-1,information,"Ohtahara syndrome is a neurological disorder characterized by seizures. The disorder affects newborns, usually within the first three months of life (most often within the first 10 days) in the form of epileptic seizures. Infants have primarily tonic seizures, but may also experience partial seizures, and rarely, myoclonic seizures. Ohtahara syndrome is most commonly caused by metabolic disorders or structural damage in the brain, although the cause or causes for many cases cant be determined. Most infants with the disorder show significant underdevelopment of part or all of the cerebral hemispheres. The EEGs of infants with Ohtahara syndrome reveal a characteristic pattern of high voltage spike wave discharge followed by little activity. This pattern is known as burst suppression. Doctors have observed that boys are more often affected than girls."
What are the treatments for Ohtahara Syndrome ?,0000113-2,treatment,"Antiepileptic drugs are used to control seizures, but are unfortunately not usually very effective for this disorder. Corticosteroids are occasionally helpful. In cases where there is a focal brain lesion (damage contained to one area of the brain) surgery may be beneficial. Other therapies are symptomatic and supportive."
What is the outlook for Ohtahara Syndrome ?,0000113-3,outlook,"The course of Ohtahara syndrome is severely progressive. Seizures become more frequent, accompanied by delays in physical and cognitive development.Some children will die in infancy; others will survive but be profoundly handicapped. As they grow, some children will progress into other epileptic disorders such as West syndrome and Lennox-Gestaut syndrome."
what research (or clinical trials) is being done for Ohtahara Syndrome ?,0000113-4,research,"The NINDS conducts and supports an extensive research program on seizures and seizure-related disorders. Much of this research is aimed at increasing scientific understanding of these disorders and finding ways to prevent, treat, and potentially cure them."
What is (are) Empty Sella Syndrome ?,0000114-1,information,"Empty Sella Syndrome (ESS) is a disorder that involves the sella turcica, a bony structure at the base of the brain that surrounds and protects the pituitary gland. ESS is often discovered during radiological imaging tests for pituitary disorders. ESS occurs n up to 25 percent of the population.An individual with ESS may have no symptoms or may have symptoms resulting from partial or complete loss of pituitary function (including headaches, low sex drive, and impotence).There are two types of ESS: primary and secondary. Primary ESS happens when a small anatomical defect above the pituitary gland allows spinal fluid to partially or completely fill the sella turcica. This causes the gland to flatten out along the interior walls of the sella turcica cavity. Individuals with primary ESS may have high levels of the hormone prolactin, which can interfere with the normal function of the testicles and ovaries. Primary ESS is most common in adults and women, and is often associated with obesity and high blood pressure. In some instances the pituitary gland may be smaller than usual; this may be due to a condition called pseudotumor cerebri (which means ""false brain tumor,"" brought on by high pressure within the skull), In rare instances this high fluid pressure can be associated with drainage of spinal fluid through the nose. Secondary ESS is the result of the pituitary gland regressing within the cavity after an injury, surgery, or radiation therapy. Individuals with secondary ESS can sometimes have symptoms that reflect the loss of pituitary functions, such as the ceasing of menstrual periods, infertility, fatigue, and intolerance to stress and infection. In children, ESS may be associated with early onset of puberty, growth hormone deficiency, pituitary tumors, or pituitary gland dysfunction. Magnetic resonance imaging (MRI) scans are useful in evaluating ESS and for identifying underlying disorders that may be the cause of high fluid pressure."
What are the treatments for Empty Sella Syndrome ?,0000114-2,treatment,"Unless the syndrome results in other medical problems, treatment for endocrine dysfunction associated with pituitary malfunction is symptomatic and supportive. Individuals with primary ESS who have high levels of prolactin may be given bromocriptine. In some cases, particularly when spinal fluid drainage is observed, surgery may be needed."
What is the outlook for Empty Sella Syndrome ?,0000114-3,outlook,"ESS is not a life-threatening condition. Most often, and particularly among those with primary ESS, the disorder does not cause health problems and does not affect life expectancy."
what research (or clinical trials) is being done for Empty Sella Syndrome ?,0000114-4,research,"The mission of the National Institute of Neurological Disorders and Stroke (NINDS) is to seek fundamental knowledge about the brain and nervous system, and to use that knowledge to reduce the burden of neurological disease. The NINDS supports and conducts fundamental studies that explore the complex mechanisms of normal brain development and to better understand neurological conditions such as ESS. The knowledge gained from these fundamental studies helps researchers understand neurodevelopment and provides opportunities to more effectively treat and perhaps even prevent, such disorders."
What is (are) Meningitis and Encephalitis ?,0000115-1,information,"Meningitis is an infection of the meninges, the membranes that surround the brain and spinal cord. Encephalitis is inflammation of the brain itself. Causes of encephalitis and meningitis include viruses, bacteria, fungus, and parasites. Anyone can get encephalitis or meningitis.Inflammation from encephalitis and meningitis produce a wide range of symptoms. Symptoms of encephalitis include sudden fever, headache, vomiting, heightened sensitivity to light, stiff neck and back, confusion and impaired judgment, drowsiness, weak muscles, a clumsy and unsteady gait, and irritability. In more severe cases, people may have problems with speech or hearing, vision problems, and hallucinations. Symptoms that might require emergency treatment include loss of consciousness, seizures, muscle weakness, or sudden severe dementia.
                
Symptoms of meningitis, which may appear suddenly, often include high fever, severe and persistent headache, stiff neck, nausea, sensitivity to bright light, and vomiting. Changes in behavior such as confusion, sleepiness, and difficulty waking up may also occur. In infants, symptoms of meningitis or encephalitis may include fever, vomiting, lethargy, body stiffness, unexplained irritability, and a full or bulging fontanel (the soft spot on the top of the head). Anyone experiencing symptoms of meningitis or encephalitis should see a doctor immediately."
What are the treatments for Meningitis and Encephalitis ?,0000115-2,treatment,Anyone experiencing symptoms of meningitis or encephalitis should see a doctor immediately. Antibiotics for most types of meningitis can greatly reduce the risk of dying from the disease. Antiviral medications may be prescribed for viral encephalitis or other severe viral infections.Anticonvulsants are used to prevent or treat seizures. Corticosteroidd rugs can reduce brain swelling and inflammation. Over-the-counter medications may be used for fever and headache. Individuals with encephalitis or bacterial meningitis are usually hospitalized for treatment. Affected individuals with breathing difficulties may require artificial respiration.
What is the outlook for Meningitis and Encephalitis ?,0000115-3,outlook,"The prognosis for for people with encephalitis or meningitis varies. Some cases are mild, short and relatively benign and individuals have full recovery, although the process may be slow. Individuals who experience mild symptoms may recover in 2-4 weeks. Other cases are severe, and permanent impairment or death is possible. The acute phase of encephalitis may last for 1 to 2 weeks, with gradual or sudden resolution of fever and neurological symptoms. Individuals treated for bacterial meningitis typically show some relief within 48-72 hours. Neurological symptoms may require many months before full recovery. With early diagnosis and prompt treatment, most individuals recover from meningitis. However, in some cases, the disease progresses so rapidly that death occurs during the first 48 hours, despite early treatment."
what research (or clinical trials) is being done for Meningitis and Encephalitis ?,0000115-4,research,"The mission of the National Institute of Neurological Disorders and Stroke (NINDS) is to seek fundamental knowledge about the brain and nervous system and to use that knowledge to reduce the burden of neurological disease. The NINDS is a component of the National Institutes of Health, the leading supporter of biomedical research in the world. Current research efforts include gaining a better understanding of how the central nervous system responds to inflammation in the brain, as well as to better understand the molecular mechanisms involved in the protection and disruption of the blood-brain barrier, which could lead to the development of new treatments for several neuroinflammatory diseases such as meningitis and encephalitis."
What is (are) Encephalitis Lethargica ?,0000116-1,information,"Encephalitis lethargica is a disease characterized by high fever, headache, double vision, delayed physical and mental response, and lethargy. In acute cases, patients may enter coma. Patients may also experience abnormal eye movements, upper body weakness, muscular pains, tremors, neck rigidity, and behavioral changes including psychosis. The cause of encephalitis lethargica is unknown. Between 1917 to 1928, an epidemic of encephalitis lethargica spread throughout the world, but no recurrence of the epidemic has since been reported. Postencephalitic Parkinson's disease may develop after a bout of encephalitis-sometimes as long as a year after the illness."
What are the treatments for Encephalitis Lethargica ?,0000116-2,treatment,Treatment for encephalitis lethargica is symptomatic. Levodopa and other antiparkinson drugs often produce dramatic responses.
What is the outlook for Encephalitis Lethargica ?,0000116-3,outlook,The course of encephalitis lethargica varies depending upon complications or accompanying disorders.
what research (or clinical trials) is being done for Encephalitis Lethargica ?,0000116-4,research,"The NINDS supports research on disorders that affect the brain, such as encephalitis lethargica, with the goal of finding ways to prevent and treat them. (The disease was the subject of the book and film, ""Awakenings."")"
What is (are) Encephaloceles ?,0000117-1,information,"Encephaloceles are rare neural tube defects characterized by sac-like protrusions of the brain and the membranes that cover it through openings in the skull. These defects are caused by failure of the neural tube to close completely during fetal development. The result is a groove down the midline of the upper part of the skull, or the area between the forehead and nose, or the back of the skull. When located in the back of the skull, encephaloceles are often associated with neurological problems. Usually encephaloceles are dramatic deformities diagnosed immediately after birth, but occasionally a small encephalocele in the nasal and forehead region can go undetected. Encephaloceles are often accompanied by craniofacial abnormalities or other brain malformations. Symptoms and associated abnormalities of encephaloceles may include hydrocephalus (excessive accumulation of cerebrospinal fluid in the brain), spastic quadriplegia (paralysis of the arms and legs), microcephaly (abnormally small head), ataxia (uncoordinated movement of the voluntary muscles, such as those involved in walking and reaching), developmental delay, vision problems, mental and growth retardation, and seizures. Some affected children may have normal intelligence. There is a genetic component to the condition; it often occurs in families with a history of spina bifida and anencephaly in family members."
What are the treatments for Encephaloceles ?,0000117-2,treatment,"Generally, surgery is performed during infancy to place the protruding tissues back into the skull, remove the sac, and correct the associated craniofacial abnormalities. Even large protrusions can often be removed without causing major functional disability. Hydrocephalus associated with encephaloceles may require surgical treatment with a shunt. Other treatment is symptomatic and supportive."
What is the outlook for Encephaloceles ?,0000117-3,outlook,"The prognosis for individuals with encephaloceles varies depending on the type of brain tissue involved, the location of the sacs, and the accompanying brain malformations."
what research (or clinical trials) is being done for Encephaloceles ?,0000117-4,research,The NINDS conducts and supports a wide range of studies that explore the complex mechanisms of normal brain development. The knowledge gained from these fundamental studies provides the foundation for understanding how this process can go awry and offers hope for new means to treat and prevent congenital brain disorders including neural tube defects such as encephaloceles.
What is (are) Encephalopathy ?,0000118-1,information,"Encephalopathy is a term for any diffuse disease of the brain that alters brain function or structure. Encephalopathy may be caused by infectious agent (bacteria, virus, or prion), metabolic or mitochondrial dysfunction, brain tumor or increased pressure in the skull, prolonged exposure to toxic elements (including solvents, drugs, radiation, paints, industrial chemicals, and certain metals), chronic progressive trauma, poor nutrition, or lack of oxygen or blood flow to the brain. The hallmark of encephalopathy is an altered mental state. Depending on the type and severity of encephalopathy, common neurological symptoms are progressive loss of memory and cognitive ability, subtle personality changes, inability to concentrate, lethargy, and progressive loss of consciousness. Other neurological symptoms may include myoclonus (involuntary twitching of a muscle or group of muscles), nystagmus (rapid, involuntary eye movement), tremor, muscle atrophy and weakness, dementia, seizures, and loss of ability to swallow or speak. Blood tests, spinal fluid examination, imaging studies, electroencephalograms, and similar diagnostic studies may be used to differentiate the various causes of encephalopathy."
What are the treatments for Encephalopathy ?,0000118-2,treatment,"Treatment is symptomatic and varies, according to the type and severity of the encephalopathy. Your physician can provide specific instructions for proper care and treatment. Anticonvulsants may be prescribed to reduce or halt any seizures. Changes to diet and nutritional supplements may help some patients. In severe cases, dialysis or organ replacement surgery may be needed."
What is the outlook for Encephalopathy ?,0000118-3,outlook,"Treating the underlying cause of the disorder may improve symptoms. However, the encephalopathy may cause permanent structural changes and irreversible damage to the brain. Some encephalopathies can be fatal."
what research (or clinical trials) is being done for Encephalopathy ?,0000118-4,research,"The NINDS supports and conducts research on brain diseases. Much of this research is aimed at characterizing the agents that cause these disorders, clarifying the mechanisms underlying them, and, ultimately, finding ways to prevent, treat, and cure them."
What is (are) Sturge-Weber Syndrome ?,0000119-1,information,Sturge-Weber syndrome is a neurological disorder indicated at birth by a port-wine stain birthmark on the forehead and upper eyelid of one side of the face. The birthmark can vary in color from light pink to deep purple and is caused by an overabundance of capillaries around the trigeminal nerve just beneath the surface of the face. Sturge-Weber syndrome is also accompanied by abnormal blood vessels on the brain surface and the loss of nerve cells and calcification of underlying tissue in the cerebral cortex of the brain on the same side of the brain as the birthmark. Neurological symptoms include seizures that begin in infancy and may worsen with age. Convulsions usually happen on the side of the body opposite the birthmark and vary in severity. There may be intermittent or permanent muscle weakness on the same side. Some children will have developmental delays and cognitive impairment; most will have glaucoma (increased pressure within the eye) at birth or developing later. The increased pressure within the eye can cause the eyeball to enlarge and bulge out of its socket (buphthalmos). There is an increased risk for migraine headaches. Sturge-Weber syndrome rarely affects other body organs.
What are the treatments for Sturge-Weber Syndrome ?,0000119-2,treatment,Treatment for Sturge-Weber syndrome is symptomatic. Laser treatment may be used to lighten or remove the birthmark.  Anticonvulsant medications may be used to control seizures. Persons with drug-resistant seizures may be treated by surgical removal of epileptic brain tissue. Surgery may be performed on more serious cases of glaucoma. Physical therapy should be considered for infants and children with muscle weakness. Educational therapy is often prescribed for those with impaired cognition or developmental delays. Doctors recommend yearly monitoring for glaucoma.
What is the outlook for Sturge-Weber Syndrome ?,0000119-3,outlook,"Although it is possible for the birthmark and atrophy in the cerebral cortex to be present without symptoms, most infants will develop convulsive seizures during their first year of life. There is a greater likelihood of intellectual impairment when seizures start before the age of 2 and are resistant to treatment. Prognosis is worst in the minority of children who have both sides of the brain affected by the blood vessel abnormalities."
what research (or clinical trials) is being done for Sturge-Weber Syndrome ?,0000119-4,research,"The NINDS supports a broad program of research to better understand congenital seizure disorders. This research is aimed at developing techniques to diagnose, treat, prevent, and ultimately cure disorders such as Sturge-Weber syndrome."
What is (are) Epilepsy ?,0000120-1,information,"The epilepsies are a spectrum of brain disorders ranging from severe, life-threatening and disabling, to ones that are much more benign. In epilepsy, the normal pattern of neuronal activity becomes disturbed, causing strange sensations, emotions, and behavior or sometimes convulsions, muscle spasms, and loss of consciousness. The epilepsies have many possible causes and there are several types of seizures. Anything that disturbs the normal pattern of neuron activityfrom illness to brain damage to abnormal brain developmentcan lead to seizures. Epilepsy may develop because of an abnormality in brain wiring, an imbalance of nerve signaling chemicals called neurotransmitters, changes in important features of brain cells called channels, or some combination of these and other factors. Having a single seizure as the result of a high fever (called febrile seizure) or head injury does not necessarily mean that a person has epilepsy. Only when a person has had two or more seizures is he or she considered to have epilepsy. A measurement of electrical activity in the brain and brain scans such as magnetic resonance imaging or computed tomography are common diagnostic tests for epilepsy."
What are the treatments for Epilepsy ?,0000120-2,treatment,"Once epilepsy is diagnosed, it is important to begin treatment as soon as possible. For about 70 percent of those diagnosed with epilepsy, seizures can be controlled with modern medicines and surgical techniques. Some drugs are more effective for specific types of seizures. An individual with seizures, particularly those that are not easily controlled, may want to see a neurologist specifically trained to treat epilepsy. In some children, special diets may help to control seizures when medications are either not effective or cause serious side effects."
What is the outlook for Epilepsy ?,0000120-3,outlook,"While epilepsy cannot be cured, for some people the seizures can be controlled with medication, diet, devices, and/or surgery. Most seizures do not cause brain damage, but ongoing uncontrolled seizures may cause brain damage. It is not uncommon for people with epilepsy, especially children, to develop behavioral and emotional problems in conjunction with seizures. Issues may also arise as a result of the stigma attached to having epilepsy, which can led to embarrassment and frustration or bullying, teasing, or avoidance in school and other social settings. For many people with epilepsy, the risk of seizures restricts their independence (some states refuse drivers licenses to people with epilepsy) and recreational activities.
                
Epilepsy can be a life-threatening condition. Some people with epilepsy are at special risk for abnormally prolonged seizures or sudden unexplained death in epilepsy."
what research (or clinical trials) is being done for Epilepsy ?,0000120-4,research,"Scientists are studying the underlying causes of the epilepsies in children, adults, and the elderly, as well as seizures that occur following brain trauma, stroke, and brain tumors. Ongoing research is focused on developing new model systems that can be used to more quickly screen potential new treatments for the epilepsies. The identification of genes or other genetic information that may influence or cause the epilepsies may allow doctors to prevent the disorders or to predict which treatments will be most beneficial to individuals with specific types of epilepsy. Scientists also continue to study how neurotransmitters interact with brain cells to control nerve firing and how non-neuronal cells in the brain contribute to seizures. Researchers funded by the National Institutes of Health have developed a flexible brain implant that could one day be used to treat seizures. Scientists are continually improving MRI and other brain scans that may assist in diagnosing the epilepsies and identify the source, or focus, of the seizures in the brain. Other areas of study include prevention of seizures and the role of inflammation in epilepsy. Patients may enter trials of experimental drugs and surgical interventions.
                
More about epilepsy research"
What is (are) Todd's Paralysis ?,0000121-1,information,"Todd's paralysis is a neurological condition experienced by individuals with epilepsy, in which a seizure is followed by a brief period of temporary paralysis. The paralysis may be partial or complete but usually occurs on just one side of the body. The paralysis can last from half an hour to 36 hours, with an average of 15 hours, at which point it resolves completely. Todd's paralysis may also affect speech and vision. Scientists don't know what causes Todd's paralysis. Current theories propose biological processes in the brain that involve a slow down in either the energy output of neurons or in the motor centers of the brain. It is important to distinguish Todd's paralysis from a stroke, which it can resemble, because a stroke requires completely different treatment."
What are the treatments for Todd's Paralysis ?,0000121-2,treatment,There is no treatment for Todd's paralysis. Individuals must rest as comfortably as possible until the paralysis disappears.
What is the outlook for Todd's Paralysis ?,0000121-3,outlook,Todd's paralysis is an indication that an individual has had an epileptic seizure. The outcome depends on the effects of the seizure and the subsequent treatment of the epilepsy.
what research (or clinical trials) is being done for Todd's Paralysis ?,0000121-4,research,"The National Institute of Neurological Disorders and Stroke (NINDS) conducts research related to Todd's paralysis in its clinics and laboratories at The National Institutes of Health (NIH), and supports additional research through grants to major medical institutions across the country. Much of this research focuses on finding successful methods to prevent Todd's paralysis in individuals with epilepsy."
What is (are) Essential Tremor ?,0000122-1,information,"Tremor is an unintentional, somewhat rhythmic, muscle movement involving to-and-fro movements (oscillations) of one or more parts of the body. Essential tremor (previously called benign essential tremor) is the most common form of abnormal tremor. (In some people, tremor is a symptom of a neurological disorder or appears as a side effect of certain drugs.) Although it may be mild and nonprogressive in some people, in others the tremor is slowly progressive, starting on one side of the body but eventually affecting both sides. Hand tremor is most common but the head, arms, voice, tongue, legs, and trunk may also be involved. Hand tremor may cause problems with purposeful movements such as eating, writing, sewing, or shaving. Head tremor may be seen as a ""yes-yes"" or ""no-no"" motion. Essential tremor may be accompanied by mild gait disturbance. Heightened emotion, stress, fever, physical exhaustion, or low blood sugar may trigger tremors or increase their severity. There may be mild degeneration in the certain parts of the cerebellum in persons with essential tremor. Onset is most common after age 40, although symptoms can appear at any age. Children of a parent who has essential tremor have up to a 50 percent chance of inheriting the condition. Essential tremor is not associated with any known pathology."
What are the treatments for Essential Tremor ?,0000122-2,treatment,"There is no definitive cure for essential tremor. Symptomatic drug therapy may include propranolol or other beta blockers and primidone, an anticonvulsant drug. Eliminating tremor ""triggers"" such as caffeine and other stimulants from the diet is often recommended. Physical and occupational therapy may help to reduce tremor and improve coordination and muscle control for some individuals. Deep brain stimulation uses a surgically implanted, battery-operated medical device called a neurostimulator to delivery electrical stimulation to targeted areas of the brain that control movement, temporarily blocking the nerve signals that cause tremor. Other surgical intervention is effective but may have side effects."
What is the outlook for Essential Tremor ?,0000122-3,outlook,"Although essential tremor is not life-threatening, it can make it harder to perform daily tasks and is embarrassing to some people. Tremor frequency may decrease as the person ages, but the severity may increase, affecting the person's ability to perform certain tasks or activities of daily living. In many people the tremor may be mild throughout life."
what research (or clinical trials) is being done for Essential Tremor ?,0000122-4,research,"The National Institute of Neurological Disorders and Stroke, a unit of the National Institutes of Health (NIH) within the U.S. Department of Health and Human Services, is the nation's leading federal funder of research on disorders of the brain and nervous system. The NINDS sponsors research on tremor both at its facilities at the NIH and through grants to medical centers.
                
Scientists at the NINDS are evaluating the effectiveness of 1-octanol, a substance similar to alcohol but less intoxicating, for treating essential tremor. Results of two previous NIH studies have shown this agent to be promising as a potential new treatment.
                
Scientists are also studying the effectiveness of botulinum toxin as a treatment for a variety of involuntary movement disorders, including essential tremor of the hand."
What is (are) Fabry Disease ?,0000123-1,information,"Fabry disease is caused by the lack of or faulty enzyme needed to metabolize lipids, fat-like substances that include oils, waxes, and fatty acids. The disease is also called alpha-galactosidase-A deficiency. A mutation in the gene that controls this enzyme causes insufficient breakdown of lipids, which build up to harmful levels in the autonomic nervous system (which controls involuntary functions such as breathing and digestion), cardiovascular system, eyes, and kidneys. Symptoms usually begin during childhood or adolescence and include burning sensations in the arms and legs that gets worse with exercise and hot weather and small, non-cancerous, raised reddish-purple blemishes on the skin. Excess material buildup can lead to clouding in the corneas. Lipid storage may lead to impaired blood circulation and increased risk of heart attack or stroke. The heart may also become enlarged and the kidneys may become progressively impaired, leading to renal failure. Other signs include decreased sweating, fever, and gastrointestinal difficulties.Fabry disease is the only X-linked lipid storage disease (where the mother carries the affected gene on the X chromosome that determines the child's gender and passes it to her son). Boys have a 50 percent chance of inheriting the disorder and her daughters have a 50 percent chance of being a carrier. A milder form is common in females, and occasionally some affected females may have severe symptoms similar to males with the disorder."
What are the treatments for Fabry Disease ?,0000123-2,treatment,"Enzyme replacement therapy has been approved by the U.S. Food and Drug Administration for the treatment of Fabry disease. Enzyme replacement therapy can reduce lipid storage, ease pain, and preserve organ function in some individuals with the disorder. The pain that accompanies the disease may be treated with anticonvulsants. Gastrointestinal hyperactivity may be treated with metoclopramide. Some individuals may require dialysis or kidney transplantation. Restricting one's diet does not prevent lipid buildup in cells and tissues."
What is the outlook for Fabry Disease ?,0000123-3,outlook,"Individuals with Fabry disease often die prematurely of complications from strokes, heart disease, or kidney failure."
what research (or clinical trials) is being done for Fabry Disease ?,0000123-4,research,"The mission of the National Institute of Neurological Disorders and Stroke (NINDS) is to seek fundamental knowledge about the brain and nervous system and to use that knowledge to reduce the burden of neurological disease.The NINDS supports research to find ways to treat and prevent lipid storage diseases such as Fabry disease. Researchers hope to identify biomarkers -- signs that may indicate risk of a disease and improve diagnosis -- for Fabry disease and other lipid storage diseases that will speed the development of novel therapeutics for these disorders. One NINDS-funded project is evaluating a rat model of Fabry disease, through which researchers hope to develop new proteins to increase the potency of enzyme replacement therapy."
