question,question_id,question_type,answer
What is (are) Simple Kidney Cysts ?,0000172-1,information,"Simple kidney cysts are abnormal, fluid-filled sacs that form in the kidneys. Simple kidney cysts are different from the cysts that develop when a person has polycystic kidney disease (PKD), which is a genetic disorder. Simple kidney cysts do not enlarge the kidneys, replace their normal structure, or cause reduced kidney function like cysts do in people with PKD.
                
Simple kidney cysts are more common as people age. An estimated 25 percent of people 40 years of age and 50 percent of people 50 years of age have simple kidney cysts.1"
What is (are) Simple Kidney Cysts ?,0000172-2,information,"The kidneys are two bean-shaped organs, each about the size of a fist. They are located near the middle of the back, just below the rib cage, one on each side of the spine. Every day, the two kidneys process about 200 quarts of blood to filter out about 1 to 2 quarts of urine, composed of waste products and extra water. The urine flows from the kidneys to the bladder through tubes called ureters. The bladder stores urine until releasing it through urination."
What causes Simple Kidney Cysts ?,0000172-3,causes,The cause of simple kidney cysts is not fully understood. Obstruction of tubulestiny structures within the kidneys that collect urineor deficiency of blood supply to the kidneys may play a role. Diverticulasacs that form on the tubulesmay detach and become simple kidney cysts. The role of genetic factors in the development of simple kidney cysts has not been studied.
What are the symptoms of Simple Kidney Cysts ?,0000172-4,symptoms,"Simple kidney cysts usually do not cause symptoms or harm the kidneys. In some cases, however, pain can occur between the ribs and hips when cysts enlarge and press on other organs. Sometimes cysts become infected, causing fever, pain, and tenderness. Simple kidney cysts are not thought to affect kidney function, but one study found an association between the presence of cysts and reduced kidney function in hospitalized people younger than 60 years of age.1 Some studies have found a relationship between simple kidney cysts and high blood pressure. For example, high blood pressure has improved in some people after a large cyst was drained. However, this relationship is not well understood.2"
How to diagnose Simple Kidney Cysts ?,0000172-5,exams and tests,"Most simple kidney cysts are found during imaging tests done for other reasons. When a cyst is found, the following imaging tests can be used to determine whether it is a simple kidney cyst or another, more serious condition. These imaging tests are performed at an outpatient center or hospital by a specially trained technician, and the images are interpreted by a radiologista doctor who specializes in medical imaging. Ultrasound may also be performed in a health care providers office. Anesthesia is not needed though light sedation may be used for people with a fear of confined spaces who undergo magnetic resonance imaging (MRI).
                
- Ultrasound. Ultrasound uses a device, called a transducer, that bounces safe, painless sound waves off organs to create an image of their structure. An abdominal ultrasound can create images of the entire urinary tract. The images can be used to distinguish harmless cysts from other problems.  - Computerized tomography (CT) scan. CT scans use a combination of x rays and computer technology to create three-dimensional (3-D) images. A CT scan may include the injection of a special dye, called contrast medium. CT scans require the person to lie on a table that slides into a tunnel-shaped device where the x rays are taken. CT scans can show cysts and tumors in the kidneys.  - MRI. MRI machines use radio waves and magnets to produce detailed pictures of the bodys internal organs and soft tissues without using x rays. An MRI may include the injection of contrast medium. With most MRI machines, the person lies on a table that slides into a tunnel-shaped device that may be open ended or closed at one end; some newer machines are designed to allow the person to lie in a more open space. Like CT scans, MRIs can show cysts and tumors."
What are the treatments for Simple Kidney Cysts ?,0000172-6,treatment,"Treatment is not needed for simple kidney cysts that do not cause any symptoms. Simple kidney cysts may be monitored with periodic ultrasounds.
                
Simple kidney cysts that are causing symptoms or blocking the flow of blood or urine through the kidney may need to be treated using a procedure called sclerotherapy. In sclerotherapy, the doctor punctures the cyst using a long needle inserted through the skin. Ultrasound is used to guide the needle to the cyst. The cyst is drained and then filled with a solution containing alcohol to make the kidney tissue harder. The procedure is usually performed on an outpatient basis with a local anesthetic.
                
If the cyst is large, surgery may be needed. Most surgeries can be performed using a laparoscopea special tool with a small, lighted video camera. The procedure is usually done under general anesthesia in a hospital. The surgeon drains the cyst and then removes or burns away its outer tissue. This type of surgery allows for a smaller incision and quicker recovery."
What to do for Simple Kidney Cysts ?,0000172-7,considerations,"Eating, diet, and nutrition have not been shown to play a role in causing or preventing simple kidney cysts."
What to do for Simple Kidney Cysts ?,0000172-8,considerations,"- Simple kidney cysts are abnormal, fluid-filled sacs that form in the kidneys.  - Simple kidney cysts usually do not cause symptoms or harm the kidneys.  - Most simple kidney cysts are found during imaging tests done for other reasons.  - Treatment is not needed for simple kidney cysts that do not cause any symptoms.  - Simple kidney cysts that are causing symptoms or blocking the flow of blood or urine through the kidney may need to be treated using sclerotherapy or surgery."
What is (are) Solitary Kidney ?,0000173-1,information,"When a person has only one kidney or one working kidney, this kidney is called a solitary kidney. The three main causes of a solitary kidney are
                
- birth defects. People with kidney agenesis are born with only one kidney. People born with kidney dysplasia have both kidneys; however, one kidney does not function. Many people with kidney agenesis or kidney dysplasia do not discover that they have a solitary kidney until they have an x ray, an ultrasound, or surgery for an unrelated condition.  - surgical removal of a kidney. Some people must have a kidney removed to treat cancer or another disease or injury. When a kidney is removed surgically due to disease or for donation, both the kidney and ureter are removed.  - kidney donation. A growing number of people are donating a kidney to be transplanted into a family member or friend whose kidneys have failed.
                
In general, people with a solitary kidney lead full, healthy lives. However, some people are more likely to develop kidney disease."
What is (are) Solitary Kidney ?,0000173-2,information,"The kidneys are two bean-shaped organs, each about the size of a fist. They are located just below the rib cage, one on each side of the spine. Every day, the kidneys filter about 120 to 150 quarts of blood to produce about 1 to 2 quarts of urine, composed of wastes and extra fluid. The urine flows from the kidneys to the bladder through tubes called ureters. The bladder stores urine until releasing it through urination."
What to do for Solitary Kidney ?,0000173-5,considerations,"People with a solitary kidney do not need to eat a special diet. However, people with reduced kidney function may need to make changes to their diet to slow the progression of kidney disease. More information about recommended dietary changes is provided in the NIDDK health topics, Nutrition for Early Chronic Kidney Disease in Adults and Nutrition for Advanced Chronic Kidney Disease in Adults, and on the National Kidney Disease Education Program website. People should talk with their health care provider about what diet is right for them.
                
Controlling Blood Pressure
                
People can control their blood pressure by not smoking, eating a healthy diet, and taking certain medications. Medications that lower blood pressure can also significantly slow the progression of kidney disease. Two types of blood pressurelowering medications, angiotensin-converting enzyme (ACE) inhibitors and angiotensin receptor blockers (ARBs), have proven effective in slowing the progression of kidney disease. Many people require two or more medications to control their blood pressure. In addition to an ACE inhibitor or ARB, a diuretica medication that helps the kidneys remove fluid from the bloodmay be prescribed. Beta-blockers, calcium channel blockers, and other blood pressure medications may also be needed.
                
Preventing Injury
                
For people with a solitary kidney, loss of the remaining working kidney results in the need for dialysis or kidney transplant. People should make sure their health care providers know they have a solitary kidney to prevent injury from medications or medical procedures. People who participate in certain sports may be more likely to injure the kidney; this risk is of particular concern with children, as they are more likely to play sports. The American Academy of Pediatrics recommends individual assessment for contact, collision, and limited-contact sports. Protective equipment may reduce the chance of injury to the remaining kidney enough to allow participation in most sports, provided that such equipment remains in place during activity. Health care providers, parents, and patients should consider the risks of any activity and decide whether the benefits outweigh those risks."
What to do for Solitary Kidney ?,0000173-6,considerations,"- When a person has only one kidney or one working kidney, this kidney is called a solitary kidney. The three main causes of a solitary kidney are birth defects, surgical removal of a kidney, and kidney donation.  - In general, people with a solitary kidney lead full, healthy lives. However, some people are more likely to develop kidney disease.  - People with a solitary kidney should be tested regularly for the following signs of kidney damage:      - albuminuria    - decreased glomerular filtration rate (GFR)    - high blood pressure    - People with a solitary kidney can protect their health by eating a nutritious diet, keeping their blood pressure at the appropriate level, and preventing injury to the working kidney."
What is (are) Treatment Methods for Kidney Failure: Peritoneal Dialysis ?,0000174-1,information,"Peritoneal dialysis is a treatment for kidney failure that uses the lining of your abdomen, or belly, to filter your blood inside your body. Doctors call this lining the peritoneum. A doctor will place a soft tube, called a catheter, in your belly a few weeks before you start treatment.
                
When you start peritoneal dialysis, dialysis solutionwater with salt and other additivesflows from a bag through the catheter into your belly. When the bag is empty, you can disconnect your catheter from the bag and cap it so you can move around and do your normal activities. While the dialysis solution is inside your belly, it soaks up wastes and extra fluid from your body. After a few hours, you drain the used dialysis solution into a drain bag. You can then dispose of the used dialysis solution, which is now full of wastes and extra fluid, in a toilet or down the drain of a sink or bathtub. Then you start over with a fresh bag of dialysis solution.
                
The process of first draining the used dialysis solution and then replacing it with fresh solution is called an exchange. Most people do four to six exchanges every day, or during the night using a machine that moves the fluid in and out. The process goes on continuously, so you always have dialysis solution in your belly soaking up wastes and extra fluid from your body. For the best results from peritoneal dialysis, it is important that you perform all of your exchanges as your doctor instructs."
What is (are) Treatment Methods for Kidney Failure: Peritoneal Dialysis ?,0000174-2,information,"The two types of peritoneal dialysis are continuous ambulatory peritoneal dialysisalso called CAPDand automated peritoneal dialysiswhich doctors sometimes call APD or continuous cycler-assisted peritoneal dialysis. After learning about the types of peritoneal dialysis, you can choose the type that best fits your schedule and lifestyle. If one schedule or type of peritoneal dialysis does not suit you, you can talk with your doctor about trying another type.
                
- Continuous ambulatory peritoneal dialysis does not require a machine. You can do it in any clean, well-lit place. The time period that the dialysis solution is in your belly is called the dwell time. With continuous ambulatory peritoneal dialysis, the dialysis solution stays in your belly for a dwell time of 4 to 6 hours, or more. Each exchange takes about 30 to 40 minutes. During an exchange, you can read, talk, watch television, or sleep. Usually, you change the dialysis solution at least four times a day and sleep with solution in your belly at night. You do not have to wake up and perform exchanges during the night.  - Automated peritoneal dialysis uses a machine called a cycler to fill and empty your belly three to five times during the night while you sleep. In the morning, you begin one exchange with a daylong dwell time. You may do an additional exchange around the middle of the afternoon without the cycler to increase the amount of waste removed and reduce the amount of fluid left behind in your body.
                
If you weigh more than 175 pounds or if your peritoneum filters wastes slowly, you may need a combination of continuous ambulatory peritoneal dialysis and automated peritoneal dialysis. For example, some people use a cycler at night and perform one exchange during the day. Your health care team will help you determine the best schedule for you."
What are the treatments for Treatment Methods for Kidney Failure: Peritoneal Dialysis ?,0000174-8,treatment,"Your health care team will perform several tests to tell if your dialysis exchanges are removing enough wastes. These tests are especially important during the first weeks of treatment to determine whether your schedule is adequate.
                
Peritoneal Equilibration Test
                
For a peritoneal equilibration test, a dialysis nurse takes samples of your blood and dialysis solution during a 4-hour exchange. The peritoneal equilibration test measures how much dextrose your body absorbs from a bag of dialysis solution. The peritoneal equilibration test also measures how much urea and creatininewaste products of normal muscle and protein breakdownmove from your blood into the dialysis solution.
                
Clearance Test
                
For a clearance test, you will collect the used dialysis solution from a 24-hour period. A dialysis nurse takes a blood sample during the same 24-hour period. Your doctor or nurse compares the amount of urea in the used solution with the amount in your blood to see how much urea was removed. For the first months or even years of peritoneal dialysis treatment, you may still produce small amounts of urine. If you produce more than 100 milliliters (3 ounces) of urine per day, you will also collect your urine to measure its urea content.
                
From the measurements of used solution, blood, and, if available, urine, your health care team can determine your urea clearancea measurement doctors call your Kt/Vand your creatinine clearance rate. These measurements will show whether you are using the right peritoneal dialysis schedule and doses. If your dialysis schedule is not removing enough wastes, your doctor will make adjustments. More information is provided in the NIDDK health topic, Peritoneal Dialysis Dose and Adequacy."
What to do for Treatment Methods for Kidney Failure: Peritoneal Dialysis ?,0000174-11,considerations,"Eating the right foods can help you feel better while on peritoneal dialysis. Talk with your dialysis centers dietitian to find a meal plan that works for you. Your dietary needs will depend on your treatment and other factors such as your weight and activity level. Staying healthy with CKD requires watching what is in your diet:
                
- Protein is in foods from animals and plants. Protein provides the building blocks that maintain and repair muscles, organs, and other parts of your body. Peritoneal dialysis can remove proteins from your body, so eat high-quality, protein-rich foods such as meat, fish, and eggs. However, many high-protein foods also contain phosphorous, which can weaken your bones. Talk with your dietitian about ways to get the protein you need without getting too much phosphorous.  - Phosphorus is a mineral that helps your bones stay healthy and your blood vessels and muscles work. Phosphorus is a natural part of foods rich in protein, and food producers often add it to many processed foods. Phosphorus can weaken your bones and make your skin itch if you consume too much. Peritoneal dialysis may not remove enough phosphorus from your body, so you will probably need to limit or avoid high-phosphorus foods such as milk and cheese, dried beans, peas, colas, nuts, and peanut butter. You may also need to take a pill called a phosphate binder that keeps phosphorus in your food from entering your bloodstream.  - Fluid includes water and drinks such as fruit juice and milk and water in foods such as fruits, vegetables, ice cream, gelatin, soup, and ice pops. You need water for your body to function properly; however, too much can cause swelling and make your heart work harder. Over time, having too much fluid in your body can cause high blood pressure and congestive heart failure. Peritoneal dialysis might cause you to have either too much or too little fluid, depending on the strength of the solution you use. Your diet can also influence whether you have too much or too little fluid. Your dietitian will help you determine how much liquid you need to consume each day.  - Sodium is a part of salt. Many canned, packaged, frozen, and fast foods contain sodium. Sodium is also a part of many condiments, seasonings, and meats. Too much sodium makes you thirsty, which makes you drink more liquid. Try to eat fresh foods that are naturally low in sodium, and look for products that say low sodium on the label, especially in canned and frozen foods.  - Potassium is a mineral that helps your nerves and muscles work the right way. Peritoneal dialysis can pull too much potassium from your blood, so you may need to eat more high-potassium foods such as bananas, oranges, potatoes, and tomatoes. However, be careful not to eat too much potassium. Your dietitian will help you choose the right amount.  - Calories are units for measuring the energy provided by foods and drinks. Eating foods with too many calories, such as oily and sugary foods, can make you gain weight. Your body can absorb the dextrose from your dialysis solution, which can increase your calorie intake. You may find you need to take in fewer calories to prevent weight gain. Your dietitian can help you create and follow a diet to stay at a healthy weight.  - Supplements help provide some of the vitamins and minerals that may be missing from your diet. Peritoneal dialysis also removes some vitamins from your body. Your doctor may prescribe a vitamin and mineral supplement that scientists have designed specifically for people with CKD and kidney failure. Never take vitamin and mineral supplements that you can buy over the counter. They may be harmful to you. Talk with your doctor before taking any medicine, including vitamin and mineral supplements, that he or she has not prescribed for you.
                
You may have a difficult time changing your diet at first. Eating the right foods will help you feel better. You will have more strength and energy. More information is provided in the NIDDK health topic, Make the Kidney Connection: Food Tips and Healthy Eating Ideas."
What to do for Treatment Methods for Kidney Failure: Peritoneal Dialysis ?,0000174-12,considerations,"- Peritoneal dialysis is a treatment for kidney failure that uses the lining of your abdomen, or belly, to filter your blood inside your body.  - The two types of peritoneal dialysis are continuous ambulatory peritoneal dialysis and automated peritoneal dialysis.  - The most common problem with peritoneal dialysis is peritonitis, a serious abdominal infection.  - When dialysis solution stays in the body too long, it becomes so full of wastes and extra fluid that it cannot absorb any more from the body. The process may even reverse, letting some wastes and extra fluid back into the body.  - Eating the right foods can help you feel better while on peritoneal dialysis. Talk with your dialysis centers dietitian to find a meal plan that works for you."
How to diagnose Treatment Methods for Kidney Failure: Hemodialysis ?,0000176-6,exams and tests,"About once a month, your dialysis care team will test your blood by using one of two formulasURR or Kt/Vto see whether your treatments are removing enough wastes. Both tests look at one specific waste product, called blood urea nitrogen (BUN), as an indicator for the overall level of waste products in your system. For more information about these measurements, see the NIDDK fact sheet Hemodialysis Dose and Adequacy."
What are the treatments for Treatment Methods for Kidney Failure: Hemodialysis ?,0000176-7,treatment,"Your kidneys do much more than remove wastes and extra fluid. They also make hormones and balance chemicals in your system. When your kidneys stop working, you may have problems with anemia and conditions that affect your bones, nerves, and skin. Some of the more common conditions caused by kidney failure are extreme tiredness, bone problems, joint problems, itching, and ""restless legs."" Restless legs will keep you awake as you feel them twitching and jumping.
                
Anemia and Erythropoietin (EPO)
                
Anemia is a condition in which the volume of red blood cells is low. Red blood cells carry oxygen to cells throughout the body. Without oxygen, cells can't use the energy from food, so someone with anemia may tire easily and look pale. Anemia can also contribute to heart problems.
                
Anemia is common in people with kidney disease because the kidneys produce the hormone erythropoietin, or EPO, which stimulates the bone marrow to produce red blood cells. Diseased kidneys often don't make enough EPO, and so the bone marrow makes fewer red blood cells. EPO is available commercially and is commonly given to patients on dialysis.
                
For more information about the causes of and treatments for anemia in kidney failure, see the NIDDK fact sheet Anemia in Chronic Kidney Disease.
                
Renal Osteodystrophy
                
The term ""renal"" describes things related to the kidneys. Renal osteodystrophy, or bone disease of kidney failure, affects 90 percent of dialysis patients. It causes bones to become thin and weak or formed incorrectly and affects both children and adults. Symptoms can be seen in growing children with kidney disease even before they start dialysis. Older patients and women who have gone through menopause are at greater risk for this disease.
                
For more information about the causes of this bone disease and its treatment in dialysis patients, see the NIDDK fact sheet Chronic Kidney Disease-Mineral and Bone Disorder.
                
Itching (Pruritus)
                
Many people treated with hemodialysis complain of itchy skin, which is often worse during or just after treatment. Itching is common even in people who don't have kidney disease; in kidney failure, however, itching can be made worse by wastes in the bloodstream that current dialyzer membranes can't remove from the blood.
                
The problem can also be related to high levels of parathyroid hormone (PTH). Some people have found dramatic relief after having their parathyroid glands removed. The four parathyroid glands sit on the outer surface of the thyroid gland, which is located on the windpipe in the base of your neck, just above the collarbone. The parathyroid glands help control the levels of calcium and phosphorus in the blood.
                
But a cure for itching that works for everyone has not been found. Phosphate binders seem to help some people; these medications act like sponges to soak up, or bind, phosphorus while it is in the stomach. Others find relief after exposure to ultraviolet light. Still others improve with EPO shots. A few antihistamines (Benadryl, Atarax, Vistaril) have been found to help; also, capsaicin cream applied to the skin may relieve itching by deadening nerve impulses. In any case, taking care of dry skin is important. Applying creams with lanolin or camphor may help.
                
Sleep Disorders
                
Patients on dialysis often have insomnia, and some people have a specific problem called the sleep apnea syndrome, which is often signaled by snoring and breaks in snoring. Episodes of apnea are actually breaks in breathing during sleep. Over time, these sleep disturbances can lead to ""day-night reversal"" (insomnia at night, sleepiness during the day), headache, depression, and decreased alertness. The apnea may be related to the effects of advanced kidney failure on the control of breathing. Treatments that work with people who have sleep apnea, whether they have kidney failure or not, include losing weight, changing sleeping position, and wearing a mask that gently pumps air continuously into the nose (nasal continuous positive airway pressure, or CPAP).
                
Many people on dialysis have trouble sleeping at night because of aching, uncomfortable, jittery, or ""restless"" legs. You may feel a strong impulse to kick or thrash your legs. Kicking may occur during sleep and disturb a bed partner throughout the night. The causes of restless legs may include nerve damage or chemical imbalances.
                
Moderate exercise during the day may help, but exercising a few hours before bedtime can make it worse. People with restless leg syndrome should reduce or avoid caffeine, alcohol, and tobacco; some people also find relief with massages or warm baths. A class of drugs called benzodiazepines, often used to treat insomnia or anxiety, may help as well. These prescription drugs include Klonopin, Librium, Valium, and Halcion. A newer and sometimes more effective therapy is levodopa (Sinemet), a drug used to treat Parkinson's disease.
                
Sleep disorders may seem unimportant, but they can impair your quality of life. Don't hesitate to raise these problems with your nurse, doctor, or social worker.
                
Amyloidosis
                
Dialysis-related amyloidosis (DRA) is common in people who have been on dialysis for more than 5 years. DRA develops when proteins in the blood deposit on joints and tendons, causing pain, stiffness, and fluid in the joints, as is the case with arthritis. Working kidneys filter out these proteins, but dialysis filters are not as effective. For more information, see the NIDDK fact sheet Amyloidosis and Kidney Disease."
What is (are) What I need to know about Kidney Failure and How Its Treated ?,0000179-1,information,"You have two kidneys. The kidneys are shaped like beans. Each kidney is about the size of a fist. They are located just below your ribcage, one on each side of your spine. Your kidneys filter your blood. Each kidney is made of 1 million little filters. During every minute of every day, these filters take out waste materials that can hurt you. They also take out extra fluid from your blood. The wastes and extra fluid make urine. The urine flows from your kidneys to your bladder through tubes called ureters.The bladder stores urine until you urinate. Then, urine leaves the body through a tube called the urethra.
                
*See the Pronunciation Guide for tips on how to say the the words in bold type."
What is (are) What I need to know about Kidney Failure and How Its Treated ?,0000179-2,information,"Kidney failure means your kidneys no longer filter your blood well enough to keep you healthy. Failing kidneys do a poor job of removing wastes and extra fluid from your blood. Wastes and extra fluid begin to build up. The buildup of wastes can make you sick. You may have the following symptoms:
                
- ankle, face, or belly swelling  - stomach sickness  - throwing up  - loss of appetite  - loss of sense of taste  - feeling tired  - weakness  - confusion  - headaches"
What causes What I need to know about Kidney Failure and How Its Treated ?,0000179-3,causes,"Diabetes and high blood pressure are the most common causes of kidney failure. Other factors include heart and blood vessel disease and a family history of kidney failure. African Americans, Hispanics/Latinos, and American Indians are more likely to have kidney failure."
What are the treatments for What I need to know about Kidney Failure and How Its Treated ?,0000179-4,treatment,"The treatments for kidney failure are
                
- hemodialysis  - peritoneal dialysis  - a kidney transplant  - conservative management"
What is (are) What I need to know about Kidney Failure and How Its Treated ?,0000179-5,information,"Hemodialysis is a treatment for kidney failure that is done in a center several times per week. Some people learn to do hemodialysis in their homes. Hemodialysis uses a machine to filter your blood when your kidneys are too sick to filter any more. With hemodialysis, your blood is filtered outside of your body. Unfiltered blood is removed from the body and flows to the dialyzer to be cleaned. Filtered blood flows back to the body. First, a dialysis nurse places two needles into your arm. A pump on the hemodialysis machine draws your blood through one of the needles into a tube. The tube takes the blood to a filter, called a dialyzer. Inside the dialyzer, your blood flows through thin fibers that are like straws. The wastes and extra fluid leave the blood through tiny holes in the fibers. Then, a different tube carries the filtered blood back to your body through the second needle. The hemodialysis machine throws out the wastes and extra fluid, just like how your body makes urine. Hemodialysis does not make the kidneys better. However, it may help you feel better by filtering your blood when your kidneys fail."
What is (are) What I need to know about Kidney Failure and How Its Treated ?,0000179-6,information,"Peritoneal dialysis uses the lining of your belly to filter your blood inside your body. You can do peritoneal dialysis at home because it uses your body to filter. A doctor will place a soft tube called a catheter in your belly a few weeks before you start treatment. The catheter stays in your belly permanently.
                
The catheter lets you put a kind of salty water from a plastic bag into your belly. Then, you can move around and go about your day. While the salty water is inside your belly, it soaks up wastes and extra fluid from your body. After a few hours, you drain the salty water from your belly into a drain bag. The salty water removes wastes and extra fluid from your body. The salty water can be thrown away into a toilet or tub. Then you start over with a fresh bag of salty water. You will empty and fill your belly four to six times a day.
                
The salty water is always in your belly soaking up wastes and extra fluid. Peritoneal dialysis does not make the kidneys better. However, it may help you feel better by filtering your blood when your kidneys fail.
                

                
Is dialysis a cure for kidney failure?   No. Hemodialysis and peritoneal dialysis help you feel better and live longer; however, they do not cure kidney failure. Although people with kidney failure are now living longer than ever, over the years kidney disease can cause problems such as heart disease, bone disease, arthritis, nerve damage, infertility, and malnutrition. These problems wont go away with dialysis; however, doctors now have new and better ways to prevent or treat them. You should discuss these problems and their treatments with your doctor."
What is (are) What I need to know about Kidney Failure and How Its Treated ?,0000179-8,information,"A kidney transplant places a healthy kidney from another person into your body. The kidney may come from someone who has just died. Your doctor will place your name on a waiting list for a kidney. A family member or friend might be able to give you a kidney. Then you dont have to wait.
                
Once it is placed inside your body, the new kidney takes over filtering your blood. The damaged kidneys usually stay where they are. The new kidney is placed in the front-lower abdomen, on one side of the bladder. Your body normally attacks anything that shouldnt be there, such as bacteria. The body will think the new kidney shouldnt be there. You will take medicines called immunosuppressants to keep your body from attacking the new kidney.
                
More information is provided in the NIDDK health topics:
                
- Treatment Methods for Kidney Failure: Hemodialysis  - Home Hemodialysis  - Treatment Methods for Kidney Failure: Peritoneal Dialysis  - Treatment Methods for Kidney Failure: Transplantation"
What are the treatments for What I need to know about Kidney Failure and How Its Treated ?,0000179-9,treatment,"Conservative management means your doctors take care of you without dialysis or a transplant. The doctors may give you medicines that make you feel more comfortable. You can have conservative management in your home. You may want to go to a hospice, a special place where you receive nursing care. Some people choose conservative management when dialysis or a transplant would not help them live longer or would make them suffer longer. Without dialysis or a transplant, you may live for a few weeks or several months."
What are the treatments for What I need to know about Kidney Failure and How Its Treated ?,0000179-10,treatment,"If you have kidney failure, learn about the treatments and think about which one best fits you. Talk with people who are on hemodialysis or peritoneal dialysis. Ask what is good and bad about each treatment. If you make a choice and find you dont like it, talk with your doctor about trying something else. Ask your doctor about the transplant waiting list and the medicines needed after a transplant. Talk with people who have had kidney transplants and ask how it has changed their lives.
                
If you plan to keep working, think about which treatment choice would make working easier. If spending time with family and friends means a lot to you, ask which treatment gives you the most free time. Find out which treatment will give you the best chance to be healthy and live longer.
                
If you are thinking about conservative management, you may wish to speak with your family, friends, doctor, or mental health counselor as you decide.
                
You can take control of your care by talking with your doctor. You may need time to get used to your new treatment. Kidney failure can make your life harder. Treatments can help improve your life."
What to do for What I need to know about Kidney Failure and How Its Treated ?,0000179-12,considerations,"Eating healthy foods can help you keep up your energy and strength. All dialysis and transplant centers have a dietitian. The dietitian helps people with kidney failure learn about healthy food choices. You should talk with your centers dietitian to make a meal plan.
                
The best diet for you will depend on which kidney failure treatment you choose after talking with your doctor.
                
- Hemodialysis      - Limit how much liquid and water you drink. Fluid can build up in your body between hemodialysis sessions. Also, many foods contain water. The extra fluid in your body can cause swelling and high blood pressure. Extra fluid in your body makes your heart work harder.
                
-      - Limit sodium, or salt. Watch out for sodium in frozen foods and prepared meals. You can also find sodium in canned foods, hot dogs, and fast food. Sodium makes you thirsty, which makes you drink more water and other liquids than you should.    - Read more in the National Kidney Disease Education Program (NKDEP) fact sheet Sodium.    - Limit potassium. Potassium is found in many fruits and vegetables such as potatoes, tomatoes, oranges, and bananas. Too much potassium can make your heart beat unevenly. Hemodialysis does not remove potassium from your body well.    - Read more in the NKDEP fact sheet Potassium.    - Eat protein-rich foods such as meat, fish, and eggs. Hemodialysis removes protein from your body.    - Read more in the NKDEP fact sheet Protein.    - Limit phosphorus. Phosphorus helps your bones, blood vessels, and muscles work.    - However, too much phosphorus can make your bones weak. Limiting phosphorus can be hard. Foods that contain phosphorus, such as meat and milk, also contain protein that you need. You should be careful to eat enough protein, yet not so much that you get too much phosphorus. You can avoid other foods that contain phosphorus, such as cola, tea, beans, and nuts.    - Read more in the NKDEP fact sheet Phosphorus.    - Find healthy ways to add calories to your diet. Calories are found in all foods and give your body energy. Many people on hemodialysis do not have a good appetite and do not get enough calories. Vegetable oils are good sources of calories. Vegetable oils include olive oil, canola oil, and safflower oil. Use them on breads, rice, and noodles. Hard candy, sugar, honey, jam, and jelly provide calories and energy. However, if you have diabetes, speak with your doctor or dietitian before eating extra sweets.    - More information about nutrition for people who are on hemodialysis is provided in the NIDDK health topic, Eat Right to Feel Right on Hemodialysis.    - Peritoneal dialysis      - Drink as much water and other liquids as you need. If you are holding too much fluid or too little fluid, your doctor needs to know.    - Limit sodium to control your thirst and help prevent heart problems. You can use spices other than salt to flavor your food.
                
-      - You may need to eat more potassium-rich foods. Peritoneal dialysis removes potassium from your body. Talk with your doctor or dietitian about the right amount of potassium for you.    - Eat protein-rich foods. Peritoneal dialysis removes even more protein from your body than hemodialysis.    - Limit phosphorus to keep your bones strong.    - You may need to limit your calorie intake. The salty water also contains some sugar. Your body absorbs the sugar, which can cause you to gain weight.    - Kidney transplant      - Limit sodium to help prevent heart problems.    - You should be able to eat normal amounts of phosphorus and potassium. You may need to adjust the amounts if blood tests show a problem.
                
-      - Eat protein-rich foods to repair muscle breakdown and protect against infection.    - You may need to limit your calories. The medicines you take can make you gain weight.    - Conservative management      - Limit protein to prevent the buildup of wastes in your blood.
                
You may have other needs and limits, depending on how well your treatments work."
What to do for What I need to know about Kidney Failure and How Its Treated ?,0000179-13,considerations,- Kidney failure means your kidneys no longer filter your blood well enough to keep you healthy.  - The treatments for kidney failure are      - hemodialysis    - peritoneal dialysis    - a kidney transplant    - conservative management    - Hemodialysis uses a machine to filter your blood when your kidneys are too sick to filter any more.  - Peritoneal dialysis uses the lining of your belly to filter your blood inside your body.  - A kidney transplant places a healthy kidney from another person into your body.  - Conservative management means your doctors take care of you without dialysis or a transplant. The doctors may give you medicines that make you feel more comfortable.  - All dialysis and transplant centers have a dietitian. The dietitian helps people with kidney failure learn about healthy food choices.
