question,question_id,question_type,answer
What is (are) Liver Cancer ?,0000560-1,information,"Your liver is the largest organ inside your body. It helps your body digest food, store energy, and remove poisons. Primary liver cancer starts in the liver. Metastatic liver cancer starts somewhere else and spreads to your liver.     Risk factors for primary liver cancer include        - Having hepatitis B or C    - Heavy alcohol use    - Having cirrhosis, or scarring of the liver    - Having hemochromatosis, an iron storage disease    - Obesity and diabetes       Symptoms can include a lump or pain on the right side of your abdomen and yellowing of the skin. However, you may not have symptoms until the cancer is advanced. This makes it harder to treat. Doctors use tests that examine the liver and the blood to diagnose liver cancer. Treatment options include surgery, radiation, chemotherapy, or liver transplantation.     NIH: National Cancer Institute"
What is (are) Liver Diseases ?,0000561-1,information,"Your liver is the largest organ inside your body. It helps your body digest food, store energy, and remove poisons.    There are many kinds of liver diseases. Viruses cause some of them, like hepatitis A, hepatitis B, and hepatitis C. Others can be the result of drugs, poisons or drinking too much alcohol. If the liver forms scar tissue because of an illness, it's called cirrhosis. Jaundice, or yellowing of the skin, can be one sign of liver disease.     Cancer can affect the liver. You could also inherit a liver disease such as hemochromatosis.     Tests such as imaging tests and liver function tests can check for liver damage and help to diagnose liver diseases."
Do you have information about Liver Function Tests,0000562-1,information,"Summary : Your liver helps your body digest food, store energy, and remove poisons. Liver function tests are blood tests that check to see how well your liver is working. They check for liver damage, and can help diagnose liver diseases such as hepatitis and cirrhosis. You may have liver function tests as part of a regular checkup. Or you may have them if you have symptoms of liver disease. Doctors also use the tests to monitor some liver diseases, treatments, and possible side effects of medicines.    Liver function tests measure certain proteins, enzymes, and substances, including:       - Albumin, a protein that the liver makes    - Total protein (TP)    - Enzymes that are found in the liver, including alanine transaminase (ALT), aspartate transaminase (AST), alkaline phosphatase (ALP), and gamma-glutamyl transpeptidase (GGT)    - Bilirubin, a yellow substance that is part of bile. It is formed when your red blood cells break down. Too much bilirubin in the blood can cause jaundice. There is also a urine test for bilirubin.    - Prothrombin time, which measures how long it takes for your blood to clot. Prothrombin is made by the liver."
Do you have information about Liver Transplantation,0000563-1,information,"Summary : Your liver is the largest organ inside your body. It helps your body digest food, store energy, and remove poisons. You cannot live without a liver that works. If your liver fails, your doctor may put you on a waiting list for a liver transplant. Doctors do liver transplants when other treatment cannot keep a damaged liver working.    During a liver transplantation, the surgeon removes the diseased liver and replaces it with a healthy one. Most transplant livers come from a donor who has died. Sometimes there is a living donor. This is when a healthy person donates part of his or her liver for a specific patient.    The most common reason for a transplant in adults is cirrhosis. This is scarring of the liver, caused by injury or long-term disease. The most common reason in children is biliary atresia, a disease of the bile ducts.    If you have a transplant, you must take drugs the rest of your life to help keep your body from rejecting the new liver.    NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
What is (are) Living with HIV/AIDS ?,0000564-1,information,"Infection with HIV is serious. But the outlook for people with HIV/AIDS is improving. If you are infected with HIV, there are many things you can do to help ensure you have a longer, healthier life. One important thing is to take your medicines. Make sure you have a health care provider who knows how to treat HIV. You may want to join a support group. Learn as much as you can about your disease and its treatment. And eat healthy foods and exercise regularly - things that everyone should try to do."
What is (are) Low Blood Pressure ?,0000565-1,information,"You've probably heard that high blood pressure is a problem. Sometimes blood pressure that is too low can also cause problems.    Blood pressure is the force of your blood pushing against the walls of your arteries. Each time your heart beats, it pumps out blood into the arteries. Your blood pressure is highest when your heart beats, pumping the blood. This is called systolic pressure. When your heart is at rest, between beats, your blood pressure falls. This is the diastolic pressure. Your blood pressure reading uses these two numbers. Usually they're written one above or before the other, such as 120/80. If your blood pressure reading is 90/60 or lower, you have low blood pressure.     Some people have low blood pressure all the time. They have no symptoms and their low readings are normal for them. In other people, blood pressure drops below normal because of a medical condition or certain medicines. Some people may have symptoms of low blood pressure when standing up too quickly. Low blood pressure is a problem only if it causes dizziness, fainting or in extreme cases, shock.     NIH: National Heart, Lung, and Blood Institute"
What is (are) Lung Cancer ?,0000566-1,information,"Lung cancer is one of the most common cancers in the world. It is a leading cause of cancer death in men and women in the United States. Cigarette smoking causes most lung cancers. The more cigarettes you smoke per day and the earlier you started smoking, the greater your risk of lung cancer. High levels of pollution, radiation and asbestos exposure may also increase risk.     Common symptoms of lung cancer include       - A cough that doesn't go away and gets worse over time    - Constant chest pain    - Coughing up blood    - Shortness of breath, wheezing, or hoarseness    - Repeated problems with pneumonia or bronchitis    - Swelling of the neck and face    - Loss of appetite or weight loss    - Fatigue       Doctors diagnose lung cancer using a physical exam, imaging, and lab tests. Treatment depends on the type, stage, and how advanced it is. Treatments include surgery, chemotherapy, radiation therapy, and targeted therapy. Targeted therapy uses substances that attack cancer cells without harming normal cells.    NIH: National Cancer Institute"
What is (are) Lung Diseases ?,0000567-1,information,"When you breathe, your lungs take in oxygen from the air and deliver it to the bloodstream. The cells in your body need oxygen to work and grow. During a normal day, you breathe nearly 25,000 times. People with lung disease have difficulty breathing. Millions of people in the U.S. have lung disease. If all types of lung disease are lumped together, it is the number three killer in the United States.    The term lung disease refers to many disorders affecting the lungs, such as asthma, COPD, infections like influenza, pneumonia and tuberculosis, lung cancer, and many other breathing problems. Some lung diseases can lead to respiratory failure.    Dept. of Health and Human Services Office on Women's Health"
Do you have information about Lung Transplantation,0000568-1,information,"Summary : A lung transplant removes a person's diseased lung and replaces it with a healthy one. The healthy lung comes from a donor who has died. Some people get one lung during a transplant. Other people get two.    Lung transplants are used for people who are likely to die from lung disease within 1 to 2 years. Their conditions are so severe that other treatments, such as medicines or breathing devices, no longer work. Lung transplants most often are used to treat people who have severe       - COPD     - Cystic fibrosis    - Idiopathic pulmonary fibrosis    - Alpha-1 antitrypsin deficiency    - Pulmonary hypertension        Complications of lung transplantation include rejection of the transplanted lung and infection.     NIH: National Heart, Lung, and Blood Institute"
What is (are) Lupus ?,0000569-1,information,"If you have lupus, your immune system attacks healthy cells and tissues by mistake. This can damage your joints, skin, blood vessels and organs. There are many kinds of lupus. The most common type, systemic lupus erythematosus, affects many parts of the body. Discoid lupus causes a rash that doesn't go away. Subacute cutaneous lupus causes sores after being out in the sun. Another type can be caused by medication. Neonatal lupus, which is rare, affects newborns.     Anyone can get lupus, but women are most at risk. Lupus is also more common in African American, Hispanic, Asian and Native American women. The cause of lupus is not known.     Lupus has many symptoms. Some common ones are        - Joint pain or swelling     - Muscle pain     - Fever with no known cause     - Fatigue    - Red rashes, often on the face (also called the ""butterfly rash"")       There is no one test to diagnose lupus, and it may take months or years to make the diagnosis. There is no cure for lupus, but medicines and lifestyle changes can help control it.    NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases"
What is (are) Lyme Disease ?,0000570-1,information,"Lyme disease is a bacterial infection you get from the bite of an infected tick. The first symptom is usually a rash, which may look like a bull's eye. As the infection spreads, you may have       - A fever    - A headache    - Muscle and joint aches    - A stiff neck    - Fatigue       Lyme disease can be hard to diagnose because you may not have noticed a tick bite. Also, many of its symptoms are like those of the flu and other diseases. In the early stages, your health care provider will look at your symptoms and medical history, to figure out whether you have Lyme disease. Lab tests may help at this stage, but may not always give a clear answer. In the later stages of the disease, a different lab test can confirm whether you have it.    Antibiotics can cure most cases of Lyme disease. The sooner treatment begins, the quicker and more complete the recovery.    After treatment, some patients may still have muscle or joint aches and nervous system symptoms. This is called post-Lyme disease syndrome (PLDS). Long-term antibiotics have not been shown to help with PLDS. However, there are ways to help with the symptoms of PLDS, and most patients do get better with time.    NIH: National Institute of Allergy and Infectious Diseases"
What is (are) Lymphatic Diseases ?,0000571-1,information,"The lymphatic system is a network of tissues and organs. It is made up of       - Lymph - a fluid that contains white blood cells that defend against germs    - Lymph vessels - vessels that carry lymph throughout your body. They are different from blood vessels.    - Lymph nodes - glands found throughout the lymph vessels. Along with your spleen, these nodes are where white blood cells fight infection.       Your bone marrow and thymus produce the cells in lymph. They are part of the system, too.    The lymphatic system clears away infection and keeps your body fluids in balance. If it's not working properly, fluid builds in your tissues and causes swelling, called lymphedema. Other lymphatic system problems can include infections, blockage, and cancer."
What is (are) Lymphedema ?,0000572-1,information,"Lymphedema is the name of a type of swelling. It happens when lymph builds up in your body's soft tissues. Lymph is a fluid that contains white blood cells that defend against germs. It can build up when the lymph system is damaged or blocked. It usually happens in the arms or legs.    Causes of lymphedema include       - Infection    - Cancer    - Scar tissue from radiation therapy or surgical removal of lymph nodes    - Inherited conditions in which lymph nodes or vessels are absent or abnormal       Treatment can help control symptoms. It includes exercise, compression devices, skin care, and massage.    NIH: National Cancer Institute"
What is (are) Lymphoma ?,0000573-1,information,"Lymphoma is a cancer of a part of the immune system called the lymph system. There are many types of lymphoma. One type is Hodgkin disease. The rest are called non-Hodgkin lymphomas.    Non-Hodgkin lymphomas begin when a type of white blood cell, called a T cell or B cell, becomes abnormal. The cell divides again and again, making more and more abnormal cells. These abnormal cells can spread to almost any other part of the body. Most of the time, doctors don't know why a person gets non-Hodgkin lymphoma. You are at increased risk if you have a weakened immune system or have certain types of infections.    Non-Hodgkin lymphoma can cause many symptoms, such as        - Swollen, painless lymph nodes in the neck, armpits or groin    - Unexplained weight loss     - Fever     - Soaking night sweats     - Coughing, trouble breathing or chest pain     - Weakness and tiredness that don't go away     - Pain, swelling or a feeling of fullness in the abdomen        Your doctor will diagnose lymphoma with a physical exam, blood tests, a chest x-ray, and a biopsy. Treatments include chemotherapy, radiation therapy, targeted therapy, biological therapy, or therapy to remove proteins from the blood. Targeted therapy uses substances that attack cancer cells without harming normal cells. Biologic therapy boosts your body's own ability to fight cancer. If you don't have symptoms, you may not need treatment right away. This is called watchful waiting.    NIH: National Cancer Institute"
What is (are) Macular Degeneration ?,0000574-1,information,"Macular degeneration, or age-related macular degeneration (AMD), is a leading cause of vision loss in Americans 60 and older. It is a disease that destroys your sharp, central vision. You need central vision to see objects clearly and to do tasks such as reading and driving.     AMD affects the macula, the part of the eye that allows you to see fine detail. It does not hurt, but it causes cells in the macula to die. There are two types: wet and dry. Wet AMD happens when abnormal blood vessels grow under the macula. These new blood vessels often leak blood and fluid. Wet AMD damages the macula quickly. Blurred vision is a common early symptom. Dry AMD happens when the light-sensitive cells in the macula slowly break down. Your gradually lose your central vision. A common early symptom is that straight lines appear crooked.    Regular comprehensive eye exams can detect macular degeneration before the disease causes vision loss. Treatment can slow vision loss. It does not restore vision.    NIH: National Eye Institute"
What is (are) Malabsorption Syndromes ?,0000575-1,information,"Your small intestine does most of the digesting of the foods you eat. If you have a malabsorption syndrome, your small intestine cannot absorb nutrients from foods.    Causes of malabsorption syndromes include       - Celiac disease    - Lactose intolerance    - Short bowel syndrome. This happens after surgery to remove half or more of the small intestine. You might need the surgery if you have a problem with the small intestine from a disease, injury, or birth defect.    - Whipple disease, a rare bacterial infection    - Genetic diseases    - Certain medicines       Symptoms of different malabsorption syndromes can vary. They often include chronic diarrhea, abnormal stools, weight loss, and gas. Your doctor may use lab, imaging, or other tests to make a diagnosis.    Treatment of malabsorption syndromes depends on the cause."
What is (are) Malaria ?,0000576-1,information,"Malaria is a serious disease caused by a parasite. You get it when an infected mosquito bites you. Malaria is a major cause of death worldwide, but it is almost wiped out in the United States. The disease is mostly a problem in developing countries with warm climates. If you travel to these countries, you are at risk. There are four different types of malaria caused by four related parasites. The most deadly type occurs in Africa south of the Sahara Desert.    Malaria symptoms include chills, flu-like symptoms, fever, vomiting, diarrhea, and jaundice. A blood test can diagnose it. It can be life-threatening. However, you can treat malaria with drugs. The type of drug depends on which kind of malaria you have and where you were infected.    Malaria can be prevented. When traveling to areas where malaria is found       - See your doctor for medicines that protect you     - Wear insect repellent with DEET     - Cover up    - Sleep under mosquito netting        Centers for Disease Control and Prevention"
What is (are) Male Breast Cancer ?,0000577-1,information,"Although breast cancer is much more common in women, men can get it too. It happens most often to men between the ages of 60 and 70.    Breast lumps usually aren't cancer. However, most men with breast cancer have lumps. Other breast symptoms can include       - Dimpled or puckered skin    - A red, scaly nipple or skin    - Fluid discharge       Risk factors for male breast cancer include exposure to radiation, a family history of breast cancer, and having high estrogen levels, which can happen with diseases like cirrhosis or Klinefelter's syndrome.    Treatment for male breast cancer is usually a mastectomy, which is surgery to remove the breast. Other treatments include radiation, chemotherapy and/or hormone therapy.     NIH: National Cancer Institute"
What is (are) Male Infertility ?,0000578-1,information,"Infertility is a term doctors use if a man hasn't been able to get a woman pregnant after at least one year of trying. Causes of male infertility include       - Physical problems with the testicles    - Blockages in the ducts that carry sperm    - Hormone problems    - A history of high fevers or mumps    - Genetic disorders    - Lifestyle or environmental factors       About a third of the time, infertility is because of a problem with the man. One third of the time, it is a problem with the woman. Sometimes no cause can be found.    If you suspect you are infertile, see your doctor. There are tests that may tell if you have fertility problems. When it is possible to find the cause, treatments may include medicines, surgery, or assisted reproductive technology. Happily, many couples treated for infertility are able to have babies.    NIH: National Institute of Child Health and Human Development"
What is (are) Malnutrition ?,0000579-1,information,"Food provides the energy and nutrients you need to be healthy. If you don't get enough nutrients -- including proteins, carbohydrates, fats, vitamins, and minerals - you may suffer from malnutrition.    Causes of malnutrition include:       - Lack of specific nutrients in your diet. Even the lack of one vitamin can lead to malnutrition.    - An unbalanced diet    - Certain medical problems, such as malabsorption syndromes and cancers       Symptoms may include fatigue, dizziness, and weight loss. Or, you may have no symptoms. To diagnose the cause of the problem, your doctor may do blood tests and a nutritional assessment. Treatment may include replacing the missing nutrients and treating the underlying cause."
Do you have information about Mammography,0000580-1,information,"Summary : A mammogram is an x-ray picture of the breast. It can be used to check for breast cancer in women who have no signs or symptoms of the disease. It can also be used if you have a lump or other sign of breast cancer.    Screening mammography is the type of mammogram that checks you when you have no symptoms. It can help reduce the number of deaths from breast cancer among women ages 40 to 70. But it can also have drawbacks. Mammograms can sometimes find something that looks abnormal but isn't cancer. This leads to further testing and can cause you anxiety. Sometimes mammograms can miss cancer when it is there. It also exposes you to radiation. You should talk to your doctor about the benefits and drawbacks of mammograms. Together, you can decide when to start and how often to have a mammogram.    Mammograms are also recommended for younger women who have symptoms of breast cancer or who have a high risk of the disease.    When you have a mammogram, you stand in front of an x-ray machine. The person who takes the x-rays places your breast between two plastic plates. The plates press your breast and make it flat. This may be uncomfortable, but it helps get a clear picture. You should get a written report of your mammogram results within 30 days.    NIH: National Cancer Institute"
What is (are) Managed Care ?,0000581-1,information,"Managed care plans are a type of health insurance. They have contracts with health care providers and medical facilities to provide care for members at reduced costs. These providers make up the plan's network. How much of your care the plan will pay for depends on the network's rules.    Plans that restrict your choices usually cost you less. If you want a flexible plan, it will probably cost more. There are three types of managed care plans:       - Health Maintenance Organizations (HMO) usually only pay for care within the network. You choose a primary care doctor who coordinates most of your care.    - Preferred Provider Organizations (PPO) usually pay more if you get care within the network. They still pay part of the cost if you go outside the network.    - Point of Service (POS) plans let you choose between an HMO or a PPO each time you need care."
What is (are) Marfan Syndrome ?,0000582-1,information,"Marfan syndrome is a disorder that affects connective tissue. Connective tissues are proteins that support skin, bones, blood vessels, and other organs. One of these proteins is fibrillin. A problem with the fibrillin gene causes Marfan syndrome.     Marfan syndrome can be mild to severe, and the symptoms can vary. People with Marfan syndrome are often very tall, thin, and loose jointed. Most people with Marfan syndrome have heart and blood vessel problems, such as a weakness in the aorta or heart valves that leak. They may also have problems with their bones, eyes, skin, nervous system, and lungs.    There is no single test to diagnose Marfan syndrome. Your doctor may use your medical history, family history, and a physical exam to diagnose it. Marfan syndrome has no cure, but treatments can help delay or prevent complications. Treatments include medicines, surgery, and other therapies.    NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases"
Do you have information about Marijuana,0000583-1,information,"Summary : Marijuana is a green, brown, or gray mix of dried, crumbled parts from the marijuana plant. It can be rolled up and smoked like a cigarette or cigar or smoked in a pipe. Sometimes people mix it in food or inhale it using a vaporizer.    Marijuana can cause problems with memory, learning, and behavior. Smoking it can cause some of the same coughing and breathing problems as smoking cigarettes. Some people get addicted to marijuana after using it for a while. It is more likely to happen if they use marijuana every day, or started using it when they were teenagers.    Some states have approved ""medical marijuana"" to ease symptoms of various health problems. The U.S. Food and Drug Administration (FDA) has not approved the marijuana plant as a medicine. However, there have been scientific studies of cannabinoids, the chemicals in marijuana. This has led to two FDA-approved medicines. They contain THC, the active ingredient in marijuana. They treat nausea caused by chemotherapy and increase appetite in patients who have severe weight loss from HIV/AIDS. Scientists are doing more research with marijuana and its ingredients to treat many diseases and conditions.    NIH: National Institute on Drug Abuse"
Do you have information about Mastectomy,0000584-1,information,"Summary : A mastectomy is surgery to remove a breast or part of a breast. It is usually done to treat breast cancer. Types of breast surgery include       - Total (simple) mastectomy - removal of breast tissue and nipple    - Modified radical mastectomy - removal of the breast, most of the lymph nodes under the arm, and often the lining over the chest muscles    - Lumpectomy - surgery to remove the tumor and a small amount of normal tissue around it       Which surgery you have depends on the stage of cancer, size of the tumor, size of the breast, and whether the lymph nodes are involved. Many women have breast reconstruction to rebuild the breast after a mastectomy.    Sometimes mastectomy is done to prevent breast cancer. Only high-risk patients have this type of surgery.    NIH: National Cancer Institute"
What is (are) Measles ?,0000585-1,information,"Measles is an infectious disease caused by a virus. It spreads easily from person to person. It causes a blotchy red rash. The rash often starts on the head and moves down the body. Other symptoms include       - Fever    - Cough    - Runny nose    - Conjunctivitis (pink eye)    - Feeling achy and run down    - Tiny white spots inside the mouth       Sometimes measles can lead to serious problems. There is no treatment for measles, but the measles-mumps-rubella (MMR) vaccine can prevent it.    ""German measles"", also known as rubella, is a completely different illness.    Centers for Disease Control and Prevention"
Do you have information about Medicaid,0000586-1,information,"Summary : Medicaid is government health insurance that helps many low-income people in the United States to pay their medical bills. The Federal government sets up general guidelines for the program, but each state has its own rules. Your state might require you to pay a part of the cost for some medical services.     You have to meet certain requirements to get Medicaid help. These might involve       - Your age    - Whether you are pregnant, disabled, or blind    - Your income and resources    - Whether or not you are a U.S. citizen or, if not, what your immigration status is       Centers for Medicare and Medicaid Services"
Do you have information about Medical Device Safety,0000587-1,information,"Summary : A medical device is any product used to diagnose, cure, or treat a condition, or to prevent disease. They range from small and simple, like a blood glucose meter, to large and complicated, like a ventilator. You might use one at home or at work, or you may need one in a hospital.    To use medical devices safely       - Know how your device works. Keep instructions close by    - Understand and properly respond to device alarms    - Have a back-up plan and supplies in the event of an emergency    - Keep emergency numbers available and update them as needed    - Educate your family and caregivers about your device       Food and Drug Administration"
Do you have information about Medical Ethics,0000588-1,information,"Summary : The field of ethics studies principles of right and wrong. There is hardly an area in medicine that doesn't have an ethical aspect. For example, there are ethical issues relating to        - End of life care: Should a patient receive nutrition? What about advance directives and resuscitation orders?    - Abortion: When does life begin? Is it ethical to terminate a pregnancy with a birth defect?    - Genetic and prenatal testing: What happens if you are a carrier of a defect? What if testing shows that your unborn baby has a defect?    - Birth control: Should it be available to minors?    - Is it ethical to harvest embryonic stem cells to treat diseases?    - Organ donation: Must a relative donate an organ to a sick relative?    - Your personal health information: who has access to your records?    - Patient rights: Do you have the right to refuse treatment?    - When you talk with your doctor, is it ethical for her to withhold information from you or your family?"
Do you have information about Medicare,0000589-1,information,"Summary : Medicare is the U.S. government's health insurance program for people age 65 or older. Some people under age 65 can qualify for Medicare, too. They include those with disabilities, permanent kidney failure, or amyotrophic lateral sclerosis.    Medicare helps with the cost of health care. It does not cover all medical expenses or the cost of most long-term care. The program has four parts:       - Part A is hospital insurance    - Part B helps pay for medical services that Part A doesn't cover    - Part C is called Medicare Advantage. If you have Parts A and B, you can choose this option to receive all of your health care through a provider organization, like an HMO.    - Part D is prescription drug coverage. It helps pay for some medicines."
Do you have information about Medicare Prescription Drug Coverage,0000590-1,information,"Summary : Part D is the name of Medicare's prescription drug coverage. It's insurance that helps people pay for prescription drugs. It is available to everyone who has Medicare. It provides protection if you pay high drug costs or have unexpected prescription drug bills. It doesn't cover all costs. You have to pay part of the cost of prescription drugs. Most people also have to pay an additional monthly cost.    Private companies provide Medicare prescription drug coverage. You choose the drug plan you like best. Whether or not you should sign up depends on how good your current coverage is. You need to sign up as soon as you are eligible for Medicare. Otherwise, there may be additional charges.    Centers for Medicare and Medicaid Services"
Do you have information about Medication Errors,0000591-1,information,"Summary : Medicines cure infectious diseases, prevent problems from chronic diseases, and ease pain. But medicines can also cause harmful reactions if not used correctly. Errors can happen in the hospital, at the doctor's office, at the pharmacy, or at home. You can help prevent errors by       - Knowing your medicines. Keep a list of the names of your medicines, how much you take, and when you take them. Include over-the-counter medicines, vitamins, and supplements and herbs. Take this list to all your doctor visits.    - Reading medicine labels and following the directions. Don't take medications prescribed for someone else.    - Taking extra caution when giving medicines to children.    - Asking questions. If you don't know the answers to these questions, ask your doctor or pharmacist.         - Why am I taking this medicine?     - What are the common problems to watch out for?     - What should I do if they occur?     - When should I stop this medicine?     - Can I take this medicine with the other medicines on my list?           Centers for Disease Control and Prevention"
Do you have information about Medicines,0000592-1,information,"Summary : You may need to take medicines every day, or only once in a while. Either way, you want to make sure that the medicines are safe and will help you get better. In the United States, the Food and Drug Administration is in charge of assuring the safety and effectiveness of both prescription and over-the-counter medicines.    Even safe drugs can cause unwanted side effects or interactions with food or other medicines you may be taking. They may not be safe during pregnancy. To reduce the risk of reactions and make sure that you get better, it is important for you to take your medicines correctly and be careful when giving medicines to children."
Do you have information about Medicines and Children,0000593-1,information,"Summary : When it comes to taking medicines, kids aren't just small adults. For prescription medicines, there is a ""Pediatric"" section of the label. It says whether the medication has been studied for its effects on children. It also tells you what ages have been studied. Aside from drugs for fever or pain, most over-the-counter products haven't actually been studied in children for effectiveness, safety, or dosing.    When you give medicine to your child, be sure you're giving the right medicine and the right amount. Read and follow the label directions. Use the correct dosing device. If the label says two teaspoons and you're using a dosing cup with ounces only, don't guess. Get the proper measuring device. Don't substitute another item, such as a kitchen spoon. Talk to your doctor, pharmacist, or other health care provider before giving two medicines at the same time. That way, you can avoid a possible overdose or an unwanted interaction. Follow age and weight limit recommendations. If the label says don't give to children under a certain age or weight, don't do it.    Food and Drug Administration"
What is (are) Melanoma ?,0000594-1,information,"Melanoma is the most serious type of skin cancer. Often the first sign of melanoma is a change in the size, shape, color, or feel of a mole. Most melanomas have a black or black-blue area. Melanoma may also appear as a new mole. It may be black, abnormal, or ""ugly looking.""    Thinking of ""ABCDE"" can help you remember what to watch for:       -  Asymmetry - the shape of one half does not match the other    -  Border - the edges are ragged, blurred or irregular    -  Color - the color is uneven and may include shades of black, brown and tan    -  Diameter - there is a change in size, usually an increase    - Evolving - the mole has changed over the past few weeks or months       Surgery is the first treatment of all stages of melanoma. Other treatments include chemotherapy and radiation, biologic, and targeted therapies. Biologic therapy boosts your body's own ability to fight cancer. Targeted therapy uses substances that attack cancer cells without harming normal cells.    NIH: National Cancer Institute"
What is (are) Memory ?,0000595-1,information,"Your mind works a lot like a computer. Your brain puts information it judges to be important into ""files."" When you remember something, you pull up a file. Memory doesn't always work perfectly. As people grow older, it may take longer to retrieve those files. Some adults joke about having a ""senior moment.""    It's normal to forget things once in awhile. We've all forgotten a name, where we put our keys, or if we locked the front door. Seniors who forget things more often than others their age may have mild cognitive impairment. Forgetting how to use the telephone or find your way home may be signs of a more serious problem. These include Alzheimer's disease or other types of dementia, stroke, depression, head injuries, thyroid problems, or reactions to certain medicines. If you're worried about your forgetfulness, see your doctor.    NIH: National Institute on Aging"
Do you have information about Men's Health,0000596-1,information,"Summary : Most men need to pay more attention to their health. Compared to women, men are more likely to       - Smoke and drink    - Make unhealthy or risky choices    - Put off regular checkups and medical care       There are also health conditions that only affect men, such as prostate cancer and low testosterone. Many of the major health risks that men face - like colon cancer or heart disease - can be prevented and treated with early diagnosis. Screening tests can find diseases early, when they are easier to treat. It's important to get the screening tests you need."
What is (are) Meniere's Disease ?,0000597-1,information,"Meniere's disease is a disorder of the inner ear. It can cause severe dizziness, a roaring sound in your ears called tinnitus, hearing loss that comes and goes and the feeling of ear pressure or pain. It usually affects just one ear. It is a common cause of hearing loss.     Attacks of dizziness may come on suddenly or after a short period of tinnitus or muffled hearing. Some people have single attacks of dizziness once in a while. Others may have many attacks close together over several days. Some people with Meniere's disease have ""drop attacks"" during which the dizziness is so bad they lose their balance and fall.    Scientists don't yet know the cause. They think that it has to do with the fluid levels or the mixing of fluids in the canals of your inner ear. Doctors diagnose it based on a physical exam and your symptoms. A hearing test can check to see how it has affected your hearing.    There is no cure. Treatments include medicines to control dizziness, limiting salt in your diet, and taking water pills. A device that fits into the outer ear and delivers air pulses to the middle ear can help. Severe cases may require surgery.    NIH: National Institute on Deafness and Other Communication Disorders"
What is (are) Meningitis ?,0000598-1,information,"Meningitis is inflammation of the thin tissue that surrounds the brain and spinal cord, called the meninges. There are several types of meningitis. The most common is viral meningitis, which you get when a virus enters the body through the nose or mouth and travels to the brain. Bacterial meningitis is rare, but can be deadly. It usually starts with bacteria that cause a cold-like infection. It can block blood vessels in the brain and lead to stroke and brain damage. It can also harm other organs. Pneumococcal infections and meningococcal infections can cause bacterial meningitis.    Anyone can get meningitis, but it is more common in people whose bodies have trouble fighting infections. Meningitis can progress rapidly. You should seek medical care quickly if you have       - A sudden fever     - A severe headache     - A stiff neck        Early treatment can help prevent serious problems, including death. Vaccines can prevent some of the bacterial infections that cause meningitis. Parents of adolescents and students living in college dorms should talk to a doctor about the vaccination.     NIH: National Institute of Neurological Disorders and Stroke"
What is (are) Meningococcal Infections ?,0000599-1,information,"Meningococci are a type of bacteria that cause serious infections. The most common infection is meningitis, which is an inflammation of the thin tissue that surrounds the brain and spinal cord. Meningococci can also cause other problems, including a serious bloodstream infection called sepsis.    Meningococcal infections can spread from person to person. Risk factors include       - Age - it is more common in infants, teens, and young adults    - Living in close quarters, such as in college dorms or military settings    - Certain medical conditions, such as not having a spleen    - Travel to areas where meningococcal disease is common       In its early stages, you may have flu-like symptoms and a stiff neck. But the disease can progress quickly and can be fatal. Early diagnosis and treatment are extremely important. Lab tests on your blood and cerebrospinal fluid can tell if you have it. Treatment is with antibiotics. Since the infection spreads from person to person, family members may also need to be treated.    A vaccine can prevent meningococcal infections."
What is (are) Menopause ?,0000600-1,information,"Menopause is the time in a woman's life when her period stops. It usually occurs naturally, most often after age 45. Menopause happens because the woman's ovaries stop producing the hormones estrogen and progesterone.     A woman has reached menopause when she has not had a period for one year. Changes and symptoms can start several years earlier. They include       - A change in periods - shorter or longer, lighter or heavier, with more or less time in between     - Hot flashes and/or night sweats     - Trouble sleeping     - Vaginal dryness     - Mood swings    - Trouble focusing    - Less hair on head, more on face        Some symptoms require treatment. Talk to your doctor about how to best manage menopause. Make sure the doctor knows your medical history and your family medical history. This includes whether you are at risk for heart disease, osteoporosis, or breast cancer.    Dept. of Health and Human Services Office on Women's Health"
What is (are) Menstruation ?,0000601-1,information,"Menstruation, or period, is normal vaginal bleeding that occurs as part of a woman's monthly cycle. Every month, your body prepares for pregnancy. If no pregnancy occurs, the uterus, or womb, sheds its lining. The menstrual blood is partly blood and partly tissue from inside the uterus. It passes out of the body through the vagina.     Periods usually start between age 11 and 14 and continue until menopause at about age 51. They usually last from three to five days. Besides bleeding from the vagina, you may have       - Abdominal or pelvic cramping    - Lower back pain    - Bloating and sore breasts    - Food cravings    - Mood swings and irritability    - Headache and fatigue       Premenstrual syndrome, or PMS, is a group of symptoms that start before the period. It can include emotional and physical symptoms.    Consult your health care provider if you have big changes in your cycle. They may be signs of other problems that should be treated.    NIH: National Institute of Child Health and Human Development"
