question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
Are there interactions between Hibiscus and foods ?,0000048-7,interactions with foods,There are no known interactions with foods.,Hibiscus,0000048,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/211.html,,,
What is the dosage of Hibiscus ?,0000048-8,dose,No information found.,Hibiscus,0000048,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/211.html,,,
What is Honey ?,0000049-1,information,"Honey is a thick, sweet fluid produced by bees from plant nectars. It is commonly used as a sweetener in food, but should be avoided in infants. Some chemicals in honey might kill certain bacteria and fungus. When applied to the skin, honey might serve as a barrier to moisture and keep skin from sticking to wound dressings. It might also provide nutrients and chemicals that speed wound healing. But honey can become contaminated with germs during production. Although rare, some infants have gotten botulism from taking honey by mouth.  People commonly use honey for burns, wound healing, swelling and sores inside the mouth, and cough. It is also used for many other conditions but there is no good scientific evidence to support most of these other uses. There is also no good evidence to support using honey for COVID-19.  Don't confuse honey with bee pollen, bee venom, or royal jelly, which are other types of bee products.",Honey,0000049,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/738.html,,,
How effective is Honey ?,0000049-2,how effective is it,"Natural Medicines Comprehensive Database  rates effectiveness based on scientific evidence according to the following scale:  Effective, Likely Effective, Possibly Effective, Possibly Ineffective, Likely Ineffective, Ineffective, and Insufficient Evidence to Rate. The effectiveness ratings for  HONEY  are as follows: Possibly effective for...  Burns . Applying honey preparations directly to burns seems to improve healing.,  Cough . Taking a small amount of honey by mouth at bedtime appears to reduce coughing spells in children aged 2 years and older. Honey appears to be at least as effective as the cough medicine dextromethorphan. But it is not clear if honey reduces cough in adults. ,  Foot sores in people with diabetes . Applying dressings containing honey to diabetic foot ulcers seems to reduce healing time and prevent the need for antibiotics. ,  Dry eye . Using specific honey eye drops or eye gel in the eyes (Optimel Manuka plus eye drops or Optimel Antibacterial Manuka Eye Gel) helps to make dry eyes feel better. These products can be used along with regular dry eye treatment such as lubricant drops and warm cloths on the eyes.,  Cold sores (herpes labialis) . Applying honey to cold sores seems to improve healing time.,  Sores and ulcers of the mouth and gums caused by herpes virus (herpetic gingivostomatitis) . Rinsing the mouth and then slowly swallowing honey helps these sores and ulcers heal faster in children who are taking a medication called acyclovir.,  Swelling (inflammation) and sores inside the mouth (oral mucositis) . Rinsing the mouth and then slowly swallowing honey before and after chemotherapy or radiation therapy sessions seems to reduce the risk of developing mouth sores.,  A skin condition that causes redness on the face (rosacea) . Applying a topical honey product to the skin might improve symptoms of rosacea.,  Wound healing . Applying honey preparations directly to wounds or using dressings containing honey seems to improve healing. Honey seems to reduce odors and pus, help clean the wound, reduce infection, reduce pain, and decrease time to healing. ,  Possibly ineffective for...  Acne . Applying honey to the face doesn't help treat acne.,  High levels of cholesterol or other fats (lipids) in the blood (hyperlipidemia) . Taking honey by mouth does not seem to reduce lipid levels in people with high cholesterol.,  Swelling (inflammation) of the nasal cavity and sinuses (rhinosinusitis) . Using honey in a nasal spray doesn't help improve symptoms in people who have frequent sinus infections.,  There is interest in using honey for a number of other purposes, but there isn't enough reliable information to say whether it might be helpful.",Honey,0000049,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/738.html,,,
What is the action of Honey and how does it work ?,0000049-3,how does it work,No information found.,Honey,0000049,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/738.html,,,
Are there safety concerns or special precautions about Honey ?,0000049-4,precautions,No information found.,Honey,0000049,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/738.html,,,
Are there interactions between Honey and other medications ?,0000049-5,interactions with medications,Moderate Be cautious with this combination. Medications that slow blood clotting (Anticoagulant / Antiplatelet drugs) Honey might slow blood clotting. Taking honey along with medications that also slow blood clotting might increase the risk of bruising and bleeding. Phenytoin (Dilantin) Honey might increase how much phenytoin the body absorbs. Taking honey along with phenytoin might increase the effects and side effects of phenytoin. Minor Be watchful with this combination. Medications changed by the liver (Cytochrome P450 3A4 (CYP3A4) substrates) Some medications are changed and broken down by the liver. Honey might change how quickly the liver breaks down these medications. This could change the effects and side effects of these medications.,Honey,0000049,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/738.html,,,
Are there interactions between Honey and herbs and supplements ?,0000049-6,interactions with herbs and supplements,"Herbs and supplements that might slow blood clotting Honey might slow blood clotting and increase the risk of bleeding. Taking it with other supplements with similar effects might increase the risk of bleeding in some people. Examples of supplements with this effect include garlic, ginger, ginkgo, nattokinase, and Panax ginseng.",Honey,0000049,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/738.html,,,
Are there interactions between Honey and foods ?,0000049-7,interactions with foods,There are no known interactions with foods.,Honey,0000049,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/738.html,,,
What is the dosage of Honey ?,0000049-8,dose,No information found.,Honey,0000049,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/738.html,,,
What is Hops ?,0000050-1,information,"Hops are the dried, flowering parts of the hop plant (Humulus lupulus), commonly used in brewing beer. They have limited evidence of health benefits. The term ""hops"" comes from the Anglo-Saxon term ""hoppan"", which means ""to climb."" Hops contain many chemicals, including bitter acids, which contribute to its bitter flavor. Some chemicals in hops seem to act similarly to the hormone estrogen and some seem to cause sleepiness.  People commonly use hops for anxiety, sleep disorders, restlessness, symptoms of menopause, and many other conditions, but there is no good scientific evidence to support these uses. ",Hops,0000050,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/856.html,,,
How effective is Hops ?,0000050-2,how effective is it,"There is interest in using hops for a number of purposes, but there isn't enough reliable information to say whether it might be helpful.",Hops,0000050,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/856.html,,,
What is the action of Hops and how does it work ?,0000050-3,how does it work,No information found.,Hops,0000050,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/856.html,,,
Are there safety concerns or special precautions about Hops ?,0000050-4,precautions,No information found.,Hops,0000050,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/856.html,,,
Are there interactions between Hops and other medications ?,0000050-5,interactions with medications,"Moderate Be cautious with this combination. Estrogens Hops might have some of the same effects as estrogen. Taking hops along with estrogen might decrease the effects of estrogen. Medications changed by the liver (Cytochrome P450 1A2 (CYP1A2) substrates) Some medications are changed and broken down by the liver. Hops might change how quickly the liver breaks down these medications. This could change the effects and side effects of these medications. Medications changed by the liver (Cytochrome P450 3A4 (CYP3A4) substrates) Some medications are changed and broken down by the liver. Hops might change how quickly the liver breaks down these medications. This could change the effects and side effects of these medications. Sedative medications (CNS depressants) Hops might cause sleepiness and slowed breathing. Some medications, called sedatives, can also cause sleepiness and slowed breathing. Taking hops with sedative medications might cause breathing problems and/or too much sleepiness.",Hops,0000050,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/856.html,,,
Are there interactions between Hops and herbs and supplements ?,0000050-6,interactions with herbs and supplements,"Herbs and supplements with sedative properties Hops might cause sleepiness and slowed breathing. Taking it along with other supplements with similar effects might cause too much sleepiness and/or slowed breathing in some people. Examples of supplements with this effect include kava, L-tryptophan, melatonin, and valerian. Herbs that might act like estrogen Hops might have the same effects as estrogen. Using it along with other supplements with similar effects might increase estrogen-like effects and side effects. Examples of supplements with this effect include black cohosh, kudzu, peony, and red clover.",Hops,0000050,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/856.html,,,
Are there interactions between Hops and foods ?,0000050-7,interactions with foods,There are no known interactions with foods.,Hops,0000050,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/856.html,,,
What is the dosage of Hops ?,0000050-8,dose,No information found.,Hops,0000050,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/856.html,,,
What is Horny Goat Weed ?,0000051-1,information,"Horny goat weed refers to various herb species of the Epimedium genus, and may be known as ""yin yang huo."" It has limited evidence of health benefits. Horny goat weed contains chemicals that might help increase blood flow and improve sexual function. It also contains phytoestrogens, chemicals that act somewhat like the hormone estrogen.  People use horny goat weed for erectile dysfunction (ED), sexual problems, weak and brittle bones, health problems after menopause, and other conditions, but there is no good scientific evidence to support any of these uses.",Horny Goat Weed,0000051,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/699.html,,,
How effective is Horny Goat Weed ?,0000051-2,how effective is it,"There is interest in using horny goat weed for a number of purposes, but there isn't enough reliable information to say whether it might be helpful.",Horny Goat Weed,0000051,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/699.html,,,
What is the action of Horny Goat Weed and how does it work ?,0000051-3,how does it work,No information found.,Horny Goat Weed,0000051,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/699.html,,,
Are there safety concerns or special precautions about Horny Goat Weed ?,0000051-4,precautions,No information found.,Horny Goat Weed,0000051,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/699.html,,,
Are there interactions between Horny Goat Weed and other medications ?,0000051-5,interactions with medications,Moderate Be cautious with this combination. Estrogens Horny goat weed might have some of the same effects as estrogen and might increase blood levels of estrogen in some people. Taking horny goat weed with estrogen might increase the effects and side effects of estrogen. Medications changed by the liver (Cytochrome P450 1A2 (CYP1A2) substrates) Some medications are changed and broken down by the liver. Horny goat weed might change how quickly the liver breaks down these medications. This could change the effects and side effects of these medications. Medications changed by the liver (Cytochrome P450 2B6 (CYP2B6) substrates) Some medications are changed and broken down by the liver. Horny goat weed might change how quickly the liver breaks down these medications. This could change the effects and side effects of these medications. Medications for high blood pressure (Antihypertensive drugs) Horny goat weed might lower blood pressure. Taking horny goat weed along with medications that lower blood pressure might cause blood pressure to go too low. Monitor your blood pressure closely. Medications that slow blood clotting (Anticoagulant / Antiplatelet drugs) Horny goat weed might slow blood clotting. Taking horny goat weed along with medications that also slow blood clotting might increase the risk of bruising and bleeding.,Horny Goat Weed,0000051,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/699.html,,,
Are there interactions between Horny Goat Weed and herbs and supplements ?,0000051-6,interactions with herbs and supplements,"Caffeine-containing herbs and supplements Horny goat weed contains an ingredient that might slow down how quickly the body processes caffeine. Taking it with caffeine-containing herbs and supplements might increase the effects and side effects of caffeine. Examples of supplements that contain caffeine include black tea, coffee, green tea, guarana, and yerba mate. Herbs and supplements that might lower blood pressure Horny goat weed might lower blood pressure. Taking it with other supplements that have the same effect might cause blood pressure to drop too much. Examples of supplements with this effect include andrographis, casein peptides, L-arginine, niacin, and stinging nettle. Herbs and supplements that might slow blood clotting Horny goat weed might slow blood clotting and increase the risk of bleeding. Taking it with other supplements with similar effects might increase the risk of bleeding in some people. Examples of supplements with this effect include garlic, ginger, ginkgo, nattokinase, and Panax ginseng.",Horny Goat Weed,0000051,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/699.html,,,
Are there interactions between Horny Goat Weed and foods ?,0000051-7,interactions with foods,There are no known interactions with foods.,Horny Goat Weed,0000051,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/699.html,,,
What is the dosage of Horny Goat Weed ?,0000051-8,dose,No information found.,Horny Goat Weed,0000051,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/699.html,,,
What is Horsetail ?,0000052-1,information,"Horsetail refers to various plant species of the Equisetum genus. It may help reduce fluid retention, but might cause vitamin B1 deficiency when used long-term. The chemicals in horsetail might have antioxidant and anti-inflammatory effects. They might also work like ""water pills"" (diuretics) and increase urination. People use horsetail for fluid retention, urinary tract infections (UTIs), osteoporosis, loss of bladder control, and many other conditions, but there is no good scientific evidence to support these uses.  ",Horsetail,0000052,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/843.html,,,
How effective is Horsetail ?,0000052-2,how effective is it,"There is interest in using horsetail for a number of purposes, but there isn't enough reliable information to say whether it might be helpful.",Horsetail,0000052,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/843.html,,,
What is the action of Horsetail and how does it work ?,0000052-3,how does it work,No information found.,Horsetail,0000052,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/843.html,,,
Are there safety concerns or special precautions about Horsetail ?,0000052-4,precautions,No information found.,Horsetail,0000052,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/843.html,,,
Are there interactions between Horsetail and other medications ?,0000052-5,interactions with medications,"Moderate Be cautious with this combination. Efavirenz (Sustiva) Efavirenz is a drug used to treat HIV. Taking horsetail with efavirenz might reduce the effects of efavirenz. Talk with your healthcare provider before using horsetail if you are taking efavirenz. Lithium Taking horsetail might decrease how well the body gets rid of lithium. This could increase how much lithium is in the body and result in serious side effects. Talk with your healthcare provider before using this product if you are taking lithium. Your lithium dose might need to be changed. Medications for diabetes (Antidiabetes drugs) Horsetail might lower blood sugar levels. Taking horsetail along with diabetes medications might cause blood sugar to drop too low. Monitor your blood sugar closely. Medications for HIV/AIDS (Nucleoside reverse transcriptase inhibitors (NRTIs)) Taking horsetail with NRTIs might reduce the effects of these drugs. Talk with your healthcare provider before using horsetail if you are taking an NRTI. Water pills (Diuretic drugs) Horsetail can decrease potassium levels. ""Water pills"" can also decrease potassium levels. Taking horsetail along with ""water pills"" might make potassium levels drop too low.",Horsetail,0000052,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/843.html,,,
Are there interactions between Horsetail and herbs and supplements ?,0000052-6,interactions with herbs and supplements,"Betel nut Horsetail and betel nut both reduce the amount of thiamine available for the body to use. Using these herbs together might increase the risk for thiamine deficiency. Chromium-containing herbs and supplements Horsetail contains chromium. Taking it with other supplements that contain chromium can increase the risk of chromium poisoning. Examples of supplements that contain chromium include bilberry, brewer's yeast, and cascara sagrada. Herbs and supplements that might lower blood sugar Horsetail might lower blood sugar. Taking it with other supplements with similar effects might lower blood sugar too much. Examples of supplements with this effect include aloe, bitter melon, cassia cinnamon, chromium, and prickly pear cactus. Silicon Horsetail contains large amounts of silicon. Taking horsetail along with silicon supplements might increase the risk of adverse effects from silicon. Thiamine Crude horsetail contains a chemical that breaks down thiamine. Taking horsetail might cause thiamine deficiency.",Horsetail,0000052,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/843.html,,,
Are there interactions between Horsetail and foods ?,0000052-7,interactions with foods,There are no known interactions with foods.,Horsetail,0000052,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/843.html,,,
What is the dosage of Horsetail ?,0000052-8,dose,No information found.,Horsetail,0000052,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/843.html,,,
What is Lactobacillus ?,0000054-1,information,"Lactobacillus acidophilus (L. acidophilus) is a type of probiotic (""good"" bacteria) found in the human gut, mouth, and vagina, and also in certain foods. ""Good"" bacteria such as L. acidophilus can help break down food, absorb nutrients, and fight off ""bad"" organisms that might cause diseases. L. acidophilus is sometimes added to fermented foods like yogurt and is also found in probiotic supplements. People commonly use L. acidophilus for diarrhea from antibiotics, as well as irritable bowel syndrome (IBS), overgrowth of bacteria in the vagina, and an infection caused by the bacteria Helicobacter pylori (H. pylori). It is also used for acne, hay fever, eczema, and many other conditions, but there is no good scientific evidence to support many of these other uses. There is also no good evidence to support using L. acidophilus COVID-19. Don't confuse L. acidophilus with other probiotics, or with fermented food products such as fermented milk, kefir, or yogurt. These are not the same. Also note that the Lactobacillus genus was split up into 25 different genera in April 2020. Some other species' names changed, but L. acidophilus remained the same. ",Lactobacillus,0000054,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/790.html,,,
How effective is Lactobacillus ?,0000054-2,how effective is it,"Natural Medicines Comprehensive Database  rates effectiveness based on scientific evidence according to the following scale:  Effective, Likely Effective, Possibly Effective, Possibly Ineffective, Likely Ineffective, Ineffective, and Insufficient Evidence to Rate. The effectiveness ratings for  LACTOBACILLUS ACIDOPHILUS  are as follows: Possibly effective for...  Diarrhea in people taking antibiotics (antibiotic-associated diarrhea) . Taking L. acidophilus by mouth, alone or with other probiotics, seems to reduce the risk of diarrhea while taking antibiotics.,  Overgrowth of bacteria in the vagina . L. acidophilus vaginal suppositories and vaginal tablets might help treat this condition. But it's not clear if taking L. acidophilus by mouth helps.,  A digestive tract infection that can lead to ulcers (Helicobacter pylori or H. pylori) . Taking L. acidophilus by mouth along with most standard drug therapies helps treat stomach ulcers caused by H. pylori.,  A long-term disorder of the large intestines that causes stomach pain (irritable bowel syndrome or IBS) . Taking L. acidophilus by mouth with other probiotics seems to reduce symptoms of IBS. ,   Possibly ineffective for...  Prone to allergies and allergic reactions (atopic disease) . Taking L. acidophilus by mouth during pregnancy, while breastfeeding, or giving it to newborns doesn't seem to prevent allergies in children.,  There is interest in using L. acidophilus for a number of other purposes, but there isn't enough reliable information to say whether it might be helpful.",Lactobacillus,0000054,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/790.html,,,
What is the action of Lactobacillus and how does it work ?,0000054-3,how does it work,No information found.,Lactobacillus,0000054,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/790.html,,,
Are there safety concerns or special precautions about Lactobacillus ?,0000054-4,precautions,No information found.,Lactobacillus,0000054,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/790.html,,,
Are there interactions between Lactobacillus and other medications ?,0000054-5,interactions with medications,"Moderate Be cautious with this combination. Antibiotic drugs L. acidophilus is a type of friendly bacteria. Antibiotics are used to reduce harmful bacteria in the body. Taking antibiotics along with L. acidophilus can reduce the effects of L. acidophilus. To avoid this interaction, take L. acidophilus products at least 2 hours before or after antibiotics.",Lactobacillus,0000054,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/790.html,,,
Are there interactions between Lactobacillus and herbs and supplements ?,0000054-6,interactions with herbs and supplements,There are no known interactions with herbs and supplements.,Lactobacillus,0000054,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/790.html,,,
Are there interactions between Lactobacillus and foods ?,0000054-7,interactions with foods,There are no known interactions with foods.,Lactobacillus,0000054,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/790.html,,,
What is the dosage of Lactobacillus ?,0000054-8,dose,No information found.,Lactobacillus,0000054,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/790.html,,,
What is L-arginine ?,0000055-1,information,"L-arginine is an amino acid naturally found in red meat, poultry, fish, and dairy. It is necessary for making proteins and is commonly used for circulation. L-arginine is converted in the body into a chemical called nitric oxide. Nitric oxide causes blood vessels to open wider for improved blood flow. L-arginine also stimulates the release of growth hormone, insulin, and other substances in the body. It can be made in a lab and used in supplements.  People use L-arginine for chest pain and various blood flow issues, erectile dysfunction, high blood pressure during pregnancy, and a serious disease in premature infants called necrotizing enterocolitis (NEC). It's also used for many other conditions, but there is no good scientific evidence to support these other uses.",L-arginine,0000055,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/875.html,,,
How effective is L-arginine ?,0000055-2,how effective is it,"Natural Medicines Comprehensive Database  rates effectiveness based on scientific evidence according to the following scale:  Effective, Likely Effective, Possibly Effective, Possibly Ineffective, Likely Ineffective, Ineffective, and Insufficient Evidence to Rate. The effectiveness ratings for  L-ARGININE  are as follows: Possibly effective for... Chest pain (angina) . Taking L-arginine by mouth seems to decrease symptoms and improve exercise tolerance and quality of life in people with angina. But it doesn't seem to help widen blood vessels that are narrowed in angina.,   Erectile dysfunction (ED) . Taking 2.5-5 grams of L-arginine by mouth daily seems to improve sexual function in people with ED. Taking L-arginine with medications such as sildenafil and tadalafil might work better than taking either L-arginine or the medication alone.,  High blood pressure . Taking L-arginine by mouth can reduce blood pressure in healthy people, people with high blood pressure, and people with slightly high blood pressure with or without diabetes.,  A serious intestinal disease in premature infants (necrotizing enterocolitis or NEC) . Adding L-arginine to formula seems to reduce the risk for this condition in premature infants. ,  Narrowing of blood vessels that causes poor blood flow to the limbs (peripheral arterial disease) . Taking L-arginine by mouth or by IV for up to 8 weeks increases blood flow in people with this condition. But using it for up to 6 months does not help to improve walking speed or distance. IV products can only be given by a healthcare provider.,  A pregnancy complication marked by high blood pressure and protein in the urine (pre-eclampsia) . Taking L-arginine by IV can reduce blood pressure in pregnant people with pre-eclampsia. L-arginine might also reduce the risk of pre-eclampsia in people who are at high risk for this condition. IV products can only be given by a healthcare provider. It's not clear if taking L-arginine by mouth helps. ,  High blood pressure during pregnancy . Taking L-arginine by IV can reduce blood pressure in pregnancy. It's unclear if taking L-arginine by mouth lowers blood pressure during pregnancy, but it might decrease the need to take blood pressure lowering drugs. IV products can only be given by a healthcare provider.,  Possibly ineffective for... Long-term kidney disease (chronic kidney disease or CKD) . Taking L-arginine by mouth or by IV doesn't improve kidney function in most people with CKD. ,   High cholesterol . Taking L-arginine by mouth doesn't help to lower cholesterol levels.,  Heart attack . Taking L-arginine by mouth doesn't seem to help prevent a heart attack. It also doesn't seem to help treat a heart attack after it occurs. In fact, there is concern that L-arginine might be harmful for people after a recent heart attack. Do not take L-arginine if you have had a recent heart attack.,  Tuberculosis . Taking L-arginine by mouth along with standard treatment for tuberculosis does not seem to help improve symptoms or clear the infection.,  Wound healing . Taking L-arginine by mouth does not seem to improve wound healing.,  There is interest in using L-arginine for a number of other purposes, but there isn't enough reliable information to say whether it might be helpful.",L-arginine,0000055,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/875.html,,,
What is the action of L-arginine and how does it work ?,0000055-3,how does it work,No information found.,L-arginine,0000055,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/875.html,,,
Are there safety concerns or special precautions about L-arginine ?,0000055-4,precautions,No information found.,L-arginine,0000055,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/875.html,,,
Are there interactions between L-arginine and other medications ?,0000055-5,interactions with medications,"Moderate Be cautious with this combination. Isoproterenol (Isuprel) L-arginine seems to decrease blood pressure. Isoproterenol is a drug that is used to lower blood pressure. Taking L-arginine along with isoproterenol might cause your blood pressure to go too low. Medications for diabetes (Antidiabetes drugs) L-arginine might lower blood sugar levels. Taking L-arginine along with diabetes medications might cause blood sugar to drop too low. Monitor your blood sugar closely. Medications for high blood pressure (ACE inhibitors) L-arginine might lower blood pressure. Taking L-arginine along with medications that lower blood pressure might cause blood pressure to go too low. Monitor your blood pressure closely. Medications for high blood pressure (Angiotensin receptor blockers (ARBs)) L-arginine might lower blood pressure. Taking L-arginine along with medications that lower blood pressure might cause blood pressure to go too low. Monitor your blood pressure closely. Medications for high blood pressure (Antihypertensive drugs) L-arginine might lower blood pressure. Taking L-arginine along with medications that lower blood pressure might cause blood pressure to go too low. Monitor your blood pressure closely. Medications that slow blood clotting (Anticoagulant / Antiplatelet drugs) L-arginine might slow blood clotting. Taking L-arginine along with medications that also slow blood clotting might increase the risk of bruising and bleeding. Sildenafil (Viagra) Sildenafil can lower blood pressure. L-arginine can also lower blood pressure. There is a chance that taking sildenafil and L-arginine together might cause blood pressure to go too low. But most people seem to be fine when taking these products together. Water pills (Potassium-sparing diuretics) L-arginine might increase potassium levels in the body. Some ""water pills"" might also increase potassium in the body. Taking L-arginine along with some ""water pills"" might cause too much potassium to be in the body. Minor Be watchful with this combination. Testosterone L-arginine might increase testosterone levels. But it's not clear if this is a big concern. People taking testosterone should be cautious until more is known about this potential interaction.",L-arginine,0000055,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/875.html,,,
Are there interactions between L-arginine and herbs and supplements ?,0000055-6,interactions with herbs and supplements,"Herbs and supplements that might lower blood pressure L-arginine might lower blood pressure. Taking it with other supplements that have the same effect might cause blood pressure to drop too much. Examples of supplements with this effect include andrographis, casein peptides, niacin, and stinging nettle. Herbs and supplements that might lower blood sugar L-arginine might lower blood sugar. Taking it with other supplements with similar effects might lower blood sugar too much. Examples of supplements with this effect include aloe, bitter melon, cassia cinnamon, chromium, and prickly pear cactus. Herbs and supplements that might slow blood clotting L-arginine might slow blood clotting and increase the risk of bleeding. Taking it with other supplements with similar effects might increase the risk of bleeding in some people. Examples of supplements with this effect include garlic, ginger, ginkgo, nattokinase, and Panax ginseng.",L-arginine,0000055,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/875.html,,,
Are there interactions between L-arginine and foods ?,0000055-7,interactions with foods,There are no known interactions with foods.,L-arginine,0000055,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/875.html,,,
What is the dosage of L-arginine ?,0000055-8,dose,No information found.,L-arginine,0000055,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/875.html,,,
What is Lipase ?,0000056-1,information,"Lipase is an enzyme that breaks down fats during digestion. It is found in many plants, animals, bacteria, and molds. Some people use lipase as a medicine. Since lipase breaks down fat into smaller pieces, it is possible that lipase supplements might make digestion easier. Lipase is used for indigestion (dyspepsia), heartburn, and other gastrointestinal problems, but there is no good scientific evidence to support these uses. Do not confuse lipase with pancreatic enzyme products. Pancreatic enzyme products contain multiple ingredients, including lipase. Some of these products are approved by the US FDA for digestion problems due to a disorder of the pancreas (pancreatic insufficiency).",Lipase,0000056,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/203.html,,,
How effective is Lipase ?,0000056-2,how effective is it,"There is interest in using lipase for a number of purposes, but there isn't enough reliable information to say whether it might be helpful.",Lipase,0000056,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/203.html,,,
What is the action of Lipase and how does it work ?,0000056-3,how does it work,No information found.,Lipase,0000056,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/203.html,,,
Are there safety concerns or special precautions about Lipase ?,0000056-4,precautions,No information found.,Lipase,0000056,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/203.html,,,
Are there interactions between Lipase and other medications ?,0000056-5,interactions with medications,"It is not known if this product interacts with any medicines.    Before taking this product, talk with your health professional if you take any medications.",Lipase,0000056,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/203.html,,,
Are there interactions between Lipase and herbs and supplements ?,0000056-6,interactions with herbs and supplements,There are no known interactions with herbs and supplements.,Lipase,0000056,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/203.html,,,
Are there interactions between Lipase and foods ?,0000056-7,interactions with foods,There are no known interactions with foods.,Lipase,0000056,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/203.html,,,
What is the dosage of Lipase ?,0000056-8,dose,No information found.,Lipase,0000056,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/203.html,,,
